id,eng__001,eng__002,eng__003,eng__004,afr__001,afr__002,afr__003,zul__001,zul__002,zul__003,xho__001,xho__002,xho__003,ssw__001,ssw__002,ssw__003,ssw__004,ssw__005,nde__001,nde__002,nde__003,nde__004,tsn__001,tsn__002,tsn__003,tsn__004,tsn__005,nso__001,nso__002,nso__003,sot__001,sot__002,ven__001,ven__002,ven__003,tso__001,tso__002,tso__003,tso__004
dsac_multi_fin_00070,credit account,,,,kredietrekening,,,i-akhawunti yesikweletu,,,i-akhawunti yetyala,i-akhawunti yesikweliti,i-akhawunti yekhredithi,i-akhawunti yekutsenga ngesikweleti,,,,,i-akhawundi yesikolodo,i-akhawundi yesikwelede,,,akhaontelato,akhaontekoloto,,,,akhaonte ya mokitlana,akhaonte ya sekoloto,,akhaonte ya mokitlane,akhaonte ya sekoloto,akhaunthu ya khredithi,,,akhawunti ya xikweleti,,,
dsac_multi_fin_00071,credit agreement,,,,kredietooreenkoms,,,isivumelwano sesikweletu,,,isivumelwano setyala,isivumelwano sesikweliti,,sivumelwanosikweleti,,,,,isivumelwano sokubhadala isikolodo,isivumelwano sokubhadala isikwelede,,,tumelanolato,tumelanokoloto,,,,tumelelano ya mokitlana,tumelelano ya sekoloto,,tumellano ya mokitlane,tumellano ya krediti,thendelano ya khredithi,,,ntwanano wa xikweleti,,,
dsac_multi_fin_00072,credit bureau,,,,kredietburo,,,uphiko olugcina imininingwane yabathengi,,,ibhunga logcino-zinkcukacha zabathengi,,,sikhungomininingwane yebatsengi,i-credit bureau,inkampanimininingwane yebatsengi,,,iziko leenkolodo,iziko leenkwelede,,,birolato,birokoloto,,,,piroo ya dikoloto,piroo ya mekitlana,,biro ya mekitlane,biro ya krediti,birou ya zwikolodo,,,byuro ya swikweleti,,,
dsac_multi_fin_00073,credit history,,,,kredietgeskiedenis,,,umlando ngezikweletu,,,imbali ngamatyala,iinkcukacha ngamatyala,,umlandvosikweleti,,,,,umlando ngokuphathwa kwesikolodo,umlando ngokuphathwa kwesikwelede,,,tshupalato,tshupakoloto,,,,hisitori ya dikoloto,hisitori ya mekitlana,,nalane ya mekitlane,nalane ya krediti,siangane ya khredithi,,,matimu ya swikweleti,,,
dsac_multi_fin_00074,credit limit,,,,kredietperk,kredietlimiet,,umkhawulosikweletu,,,umlinganiselo wetyala,,,umkhawulosikweleti,,,,,isilinganiselo sesikolodo,umkhawulelo wesikwelede,,,tekanyetsolato,tekanyetsokoloto,,,,tekanyetšo ya mokitlana,tekanyetšo ya sekoloto,,moedi wa mokitlane,moedi wa krediti,phimo ya khredithi,,,mpimohenhla wa xikweleti,,,
dsac_multi_fin_00075,credit provider,,,,kredietverskaffer,,,umbolekisi,umkweletisi,,umniki-tyala,,,umkweletisi,umniketisikweleti,,,,umkolodisi,ukweledisi,,,mokolotisi,,,,,moabi wa mokitlana,mokolotiši,,moabi wa mokitlane,moabi wa krediti,mukolodisi,muṋeatshikolodo,mukhredithi,mukolotisi,,,
dsac_multi_fin_00076,credit record,,,,kredietrekord,,,imininingwane yokukweleta,,,irekhodi yetyala,irekhodi yesikweliti,,lirekhodisikweleti,,,,,irekhodi lesikolodo,irekhodi lesikwelede,,,rekotolato,rekotokoloto,,,,rekhote ya mokitlana,rekhote ya dikoloto,,rekoto ya mokitlane,rekoto ya krediti,rekhodo ya khredithi,,,rhekhodo ya xikweleti,,,
dsac_multi_fin_00077,credit score,credit scoring,,,kredietgradering,,,amaphuzu kwezokukweleta,,,inqaku kwezamatyala,,,liphuzukuhlola lesikweleti,liphuzukulinganisa emandla ekubhadala,,,,amaphuzu wokunikelwa isikolodo,amaphuzu wokunikelwa isikwelede,,,palelolato,palelokoloto,,,,palokalo ya maswanedi a mokolotišwa,,,matshwao a phumantsho ya mokitlane,matshwao a phumantsho ya krediti,tshikalo tsha thendelatshikolodo,tshikalo tsha thendelakhredithi,,nkutlunya wa xikweleti,,,
dsac_multi_fin_00078,credit shortfall insurance,gap insurance,top-up insurance,,krediettekortversekering,,,umshwalense oyisithasiselo,,,i-inshorensi yovalo-sikhewu,,,umshwalensi wekuvala sikweleti,,,,,itjhorensi yetlhayelo yesikolodo,itjhorensi yetlhayelo yesikwelede,,,tshireletsotlaleletso,inšorensetlaleletso,,,,inišorentshe ya tlhaelelo ya mokitlana,inšorentshe ya tlhaelelo ya sekoloto,,inshorense ya tlatsetso,,ndindakhombo ya ṱhahelelo ya khredithi,,,ndzindzakhombo wa nkayivelo wa xikweleti,,,
dsac_multi_fin_00079,creditworthiness,,,,kredietwaardigheid,,,amandla okumelana nesikweletu,,,ukulungela ukunikwa ityala,ukulungela ukunikwa isikweliti,,kufaneleka kutfola sikweleti,kulungela kukweleta,,,,ukulungela isikolodo,ukulungela isikwelede,,,kapodisega,kolotisega,,,,maswanedi a go kolotišwa,maloka a go kolotišwa,,boemo ba phumantsho ya mokitlane,boemo ba phumantsho ya krediti,ndugelo ya u khredithiwa,,,vukolotekisi,,,
dsac_multi_fin_00080,crowdfunder,,,,skarebefondser,,,umxhaswa yiningi,,,umxhaswa ngemali liqela labantu,,,umesekelwa ngemalisicuku,,,,,umbutheleliimali ngabanye,,,,moetleetsagoso,,,,,mokgoboketšababeeletši ka inthanete,,,thaothe ya batsetedi ka inthanete,,mulambedzavhathu,,,mutlakusankwama wa phurojeke hi inthanete,,,
dsac_multi_fin_00081,curatorship,,,,kuratorskap,,,ubufukamelimafa,,,isigunyaziso solawulelo,,,bubhasobhi,,,,,ubuphathelipahla,,,,maatlataolo,,,,,maatla a bolaodi,maatlataolo,,botshwaredi,,maanḓa a ndaulo,,,vulangutelandzhaka bya xinawu,,,
dsac_multi_fin_00082,customer service,,,,kliëntediens,klantediens,,ezokuphathwa kwamakhasimende,,,unikezelo-nkonzo,,,kuphatfwa kwemakhasitama,,,,,ipatho yabathengi,ipatho yamakhastama,,,tireloreki,tirelodirisi,,,,ditirelo tša bareki,,,tshebeletso ya tsa bareki,,tshumelo ya murengi,tshumelo ya khasiṱama,,vukorhokeri bya tikhasimende,,,
dsac_multi_fin_00083,death benefit,,,,sterftevoordeel,,,umhlomulo wokushonelwa,,,isixa-mali se-inshorensi yokufa,,,inzuzo yekushonelwa,kuhlomula ngekushonelwa,,,,isililiso sokubhujelwa,isililiso sokuhlongakalelwa,,,ditlhakola,,,,,kholego ka morago ga lehu,penefiti ya morago ga lehu,,kuno ya kamora lefu,,mbuelo ya lufu,,,mpfuno wa swa rifu,mbuyelo wa swa rifu,,
dsac_multi_fin_00084,death cover,,,,sterftedekking,,,umshwalense wokufa,,,i-inshorensi yokufa,,,ikhava yekufa,umshwalensi wekufa,,,,ikhava yokubhujelwa,ikhava yokuhlongakalelwa,,,tshireletsoloso,inšorenseloso,,,,pholisi ya lehu,,,tshireletso ya lefu,,ndindakhombo ya lufu,,,nsirhelelo wa swa rifu,,,
dsac_multi_fin_00085,debar,,,,belet,,,ukuvimbela,,,ukuthintela,thintela,,vimbela,ncabela,,,,-vimbela,,,,tlhaola,kganela,thibela,,,thibela,,,-thibela,,thivhela,,,ku tsimbisa hi xinawu,ku arisa hi xinawu,,
dsac_multi_fin_00086,debt consolidation,loan consolidation,,,skuldkonsolidasie,skuldkonsolidering,,ukuhlanganiswa kwezikweletu,,,ukuhlanganiswa kwamatyala,,,kuhlanganiswa kwetikweleti,,,,,ukuhlanganiswa kweenkolodo,ukuhlanganiswa kweenkwelede,,,kopanyolato,kopanyokoloto,,,,hlakantšho ya mekitlana,hlakantšho ya dikoloto,,momahanyo ya melato,momahanyo ya dikoloto,ṱhanganyiso ya zwikolodo,,,nhlanganiso wa swikweleti,,,
dsac_multi_fin_00087,debt counselling,,,,skuldberading,,,ukwelulekelwa izikweletu,,,iingcebiso ngamatyala,iingcebiso ngezikweliti,,kwelulekwa ngesikweleti,,,,,ukwelulekwa komkolodi,ukwelulekwa komkweledi,,,kgakolololato,kgakololokoloto,,,,keletšo go tša mekitlana,keletšo go tša dikoloto,,thobo ya maikutlo ka dikoloto,thobo ya maikutlo ka melato,ngeletshedzo ya zwikolodo,,,ntsundzuxo wa swa swikweleti,,,
dsac_multi_fin_00088,debt counsellor,,,,skuldberader,,,umeluleki ngezikweletu,,,umcebisi ngezamatyala,umcebisi ngezikweliti,,umeluleki ngetikweleti,,,,,umeluleki ngeenkolodo,umeluleki ngeenkwelede,,,mogakolodilato,mogakolodikoloto,,,,moeletši go tša mekitlana,moeletši go tša dikoloto,,mothobi wa maikutlo ka dikoloto,,mueletshedzi wa zwikolodo,,,mutsundzuxi wa swa swikweleti,,,
dsac_multi_fin_00089,debt-free,,,,skuldvry,sonder skuld,,ukungabi nasikweletu,,,-ngenatyala,,,-ngenasikweleti,,,,,-nganasikolodo,-nganasikwelede,,,- tlhokalato,- tlhokakoloto,,,,-hlokago sekoloto,-hlokago mokitlana,,-hlokang sekoloto,,-sa vha na tshikolodo,,,-kalaxikweleti,,,
dsac_multi_fin_00090,debt mediation,,,,skuldbemiddeling,,,ukungenelela kwezezikweletu,,,ulamlo kwezamatyala,,,kumelelwa ekubhadaleni tikweleti,,,,,ukulanyulelwa ngeenkolodo,ukulanyulelwa ngeenkwelede,,,tsereganyolato,tsereganyokoloto,,,,tamolelo go tša mekitlana,tamolelo go tša dikoloto,,tamolelo dikolotong,vhupfumedzani ha tshikolodo,vhulamuli ha tshikolodo,vhupfumedzani ha tshikolodo,,vulamuri bya swa swikweleti,,,
dsac_multi_fin_00091,debt repayment,,,,skuldterugbetaling,skuldafbetaling,,ukukhokha isikweletu,,,ukuhlawulwa kwetyala,,,kubhadala sikweleti,,,,,ukubhadalwa kwesikolodo,ukubhadalwa kwesikwelede,,,tuelolato,tuelokoloto,,,,tefelo ya mekitlana,tefelo ya dikoloto,,tefo ya sekoloto,,ndifho ya tshikolodo,,,hakelo wa swikweleti,,,
dsac_multi_fin_00092,decline,,,,daling,,,ukwehla,,,ukwehla kwexabiso kutyalo-mali,,,kwehla kwelusisomali,,,,,ukwehla kwentengo,,,,kwelotlase,,,,,theogo,,,ho theoha,,u tsa,,,vuhunguteki,vuenhli,,
dsac_multi_fin_00093,default,,,,wanbetaling,,,insilelakukhokha,,,ukusilela ekuhlawuleni,,,kungwenya,kungabhadali kahle,kusilela ngembadalo,kusilela esikweletini,,ukweqisa imbadalo,,,,itlhokomolosotuelo,,,,,go tshediša go lefela,,,ho hloleha ho lefa,,u sa badela,,,ku tlula ku hakela,,,
dsac_multi_fin_00094,defined benefit fund,defined benefit pension plan,,,vastevoordeelfonds,omskrevevoordeelfonds,,isikhwama somhlomulo esihlelelwe,,,ingxowa-mali eqingqiweyo yomhlala-phantsi,,,sikhwamanzuzo lesihleliwe,,,,,isikhwama somhlalaphasi esihleliweko,,,,letlolekungwelwaradilweng,,,,,sekhwama sa dipenefiti seo se beakantšwego,,,letlole la kuno le radilweng,,tshikwama tsha mbuelonzudzanywa,,,nkwama wa mivuyelo leyi vekiweke,,,
dsac_multi_fin_00095,deposit account,,,,depositorekening,,,i-akhawunti yokufaka imali,,,i-akhawunti yokufaka imali,i-akhawunti yokudiphozitha,,i-akhawunti yekonga,i-akhawunti yekudiphozitha,,,,i-akhawundi yokufaka imali,i-akhawundi yokubeka imali,,,akhaontepolokomadi,akhaontetsenyomadi,,,,akhaonte ya polokelo,,,akhaonte ya polokelo,,akhaunthu ya diphosithi,,,akhawunti yo veka,akhawunti yo dipozita,,
dsac_multi_fin_00096,deposit slip,,,,depositostrokie,,,isiliphu sokufaka imali,,,isiliphu sokufaka imali,,,siliphu sekudiphozitha,siliphu sekufaka imali ebhange,,,,isilibhu sokufaka imali,isilibhu sokudiphozitha imali,,,tshupapolokomadi,tshupatsenyomadi,,,,selipi sa go panka,setlankana sa go panka,,setlankana sa ho banka,,tshiḽipi tsha diphosithi,,,xilipi xo veka,xilipi xo dipozita,,
dsac_multi_fin_00097,derivative instrument,,,,afgeleide instrument,,,isilinganiselinani,,,idirivethivu,,,luhlelo lwekusisangco kutibiyo,,,,,isivumelwano esakhelelweko,,,,setswa,,,,,sedirišwa sa letšo,,,selekanyetswa,,ndeme ya tshishumiswatshivhumbwa,,,xitirhisiwampfelelo,,,
dsac_multi_fin_00098,disability benefit,,,,ongeskiktheidsvoordeel,,,umhlomulo wokukhubazeka,,,isixa-mali se-inshorensi yokhubazeko,,,inkhokhelo yekukhubateka,inzuzo yekukhubateka,,,,inzuzo yokukhubazeka,umhlomulo wokuqhwala,,,kungelwagole,,,,,penefiti ka morago ga bogolofadi,,,kuno ya boqhwala,,mbuelo ya vhuholefhali,,,mbuyelo wa vutsoniwa,mbuyelo wa vulamari,,
dsac_multi_fin_00099,disability cover,,,,ongeskiktheidsdekking,,,ikhava yokukhubazeka,,,i-inshorensi yokhubazeko,,,ikhava yekukhubateka,umshwalensi wekukhubateka,,,,ikhava yokukhubazeka,ikhava yokuqhwala,,,tshireletsogole,inšorensegole,,,,pholisi ya tša bogolofadi,,,tshireletso ya boqhwala,,ndindakhombo ya vhuholefhali,,,ndzindzakhombo wa swa vutsoniwa,ndzindzakhombo wa swa vulamari,,
dsac_multi_fin_00100,disclosure,,,,openbaarmaking,openbaring,,ukudalula,,,udandalaziso,uniko-nkcazo,,kudzalula,kuveta,,,,ukuveza,,,,tlhagiso,kutulolo,tshenolo,,,kutollo,,,tshenolo,,nzumbululo,,,mpaluxo,,,
dsac_multi_fin_00101,discretionary mandate,,,,diskresionêre mandaat,,,igunyamandla lokunquma,,,igunya lolawulo ngokwezigqibo,,,ligunya lekuphatsa imphahla ngekukhululeka,,,,,igunya lokulawula ipahla,,,,thomotlhalemaleje,thomotsamaiso,tetlotsamaiso,,,tumelelano ya go laola,,,tumello ya ho laolela,,thendelano ya ndangulo,,,mpfumelelo wo lawula ku ya hi vonelo,,,
dsac_multi_fin_00102,diversification,,,,diversifikasie,diversifisering,,utshalongxube,,,unatyiso lotyalo-mali,,,kwehlukanisa lusiso,kusabalalisa lusiso,,,,ukusisa eendaweni ezahlukileko,,,,pharologantsho,kaladiso,kanamiso,,,phatlalatšo ya dipeeletšo,,,phatlalatso ya matsete,,phaḓaladzo,,,vuhangalasi,,,
dsac_multi_fin_00103,dormant account,,,,rustende rekening,dormante rekening,,i-akhawunti engasetshenziswa,,,i-akhawunti engasasetyenziswayo,,,i-akhawunti lengasebenti,i-akhawunti lengenamali,,,,i-akhawundi eleleko,i-akhawundi ethulileko,,,akhaontetsigameng,,,,,akhaonte ya go hloka mašeleng,,,akhanote e phomotseng,,akhaunthu yo lalaho,akhaunthu tshayanyito,,akhawunti leyi nga tirhisiwiki,nkota leyi nga tirhisiwiki,,
dsac_multi_fin_00104,down payment,,,,eerste betaling,aanvanklike betaling,deposito,imvulantengiselwano,idiphozithi,imvulasikweletu,intlawulo esisibambiso,imvulatasi,,sibambiso,idiphozithi,,,,imbadalo esibambiso,idiphozithi,,,karolotuelo,,,,,diphositi,,,tefo ya selelekela,,diphosithi,,,dipoziti,,,
dsac_multi_fin_00105,early retirement,,,,vroeë aftrede,,,umhlalaphansi ngaphambi kwesikhathi,,,umhlala-phantsi waphambi kwexesha,,,umhlalaphasi wangembi kwesikhatsi,,,,,umhlalaphasi wangaphambi kwesikhathi,,,,tholotirogale,tholotirobonako,tlogelotirobonako,,,go rola modiro pele ga nako,tholo ya modiro pele ga nako,,peho ya meja pele ho nako,,u notha u sa athu swika,,,phenxenimbisi,,,
dsac_multi_fin_00106,early termination fee,,,,vroeëbeëindigingsgeld,vroeë-opseggingsgeld,,inhlawulo yokuhoxisa isivumelwano,,,umdliwo wokuqhawula isivumelwano,,,imali yekuyekela ipholisi,inhlawulo yekuyekela ipholisi,luswati lwekuyekela ipholisi,,,ihlawulo yokuvala itjhorensi ngaphambi kwesikhathi,,,,tefisokhutlisogale,,,,,tefišophedišo ya pele ga nako,,,tefiso ya ho kgaola selekane pele ho nako,,nḓaṱiso ya u litsha u sa athu swika,,,hakelonxupulo yo tshika nkarhi wu nga si fika,,,
dsac_multi_fin_00107,emolument,,,,besoldiging,vergoeding,emolumente,iholo,,,umvuzo,,,umholo,inkhokhelo,,,,umrholo,,,,mogolo,kamogelo,,,,emolumente,mogolo,,moputso,,muholo,gavhelo,,muholo,hakelo,,
dsac_multi_fin_00108,encumbered asset,,,,beswaarde bate,,,ubunikazi obungagcwele,,,isibambiso,impahla ebunini bunokubangwa,,imphahla lesakweletwa,imphahla lenebunikati lobungakapheleli,,,,ipahla enobunikazi obungakapheleli,,,,thototlhakanelo,,,,,thoto ya mokitlana,thoto ya sekoloto,,thepa e kolotwang,,thundundangwahuvhili,,,nhundzu yo khomela nandzu,,,
dsac_multi_fin_00109,endorsement,,,,endossement,,,indima evumela ukuguqula,,,uphunyezo,,,umtseshwana longagucuka,,,,,indinyana yomthetho engatjhugululwa,,,,phetolo,,,,,entosemente,molawana woo o ka fetolwago,,molawana wa phetolo,,khwaṱhisedzo,,,xinawana lexi nga cincekaka,,,
dsac_multi_fin_00110,endowment policy,,,,uitkeerpolis,,,umshwalense onqunyelwe usuku,,,i-endowment policy,,,umshwalensi we-endawumenti,ipholisi ye-endawumenti,,,,ipholisi yesikhathi esibekiweko,,,,pholisipakatshelo,,,,,pholisi ya endaomente,,,pholisi ya endaomente,,phoḽisi yo tiwaho,,,pholisi ya ntsengo lowu vekiweke,,,
dsac_multi_fin_00111,entity,,,,entiteit,,,okumiswe ngokusemthethweni,,,i-entithi,,,lokutimele,i-entithi,,,,i-enthithi,,,,setheo,enthiti,,,,enthithi,,,setheo,enthiti,tshiimiswa,,,nchumu wo tiyimela,xitiyimeri,,
dsac_multi_fin_00112,equity investment,,,,ekwiteitsbelegging,,,utshalomali lwezabelo,,,utyalo-mali kwizabelo,,,lusisotabelo,,,,,isisomali lezabelo,,,,peeletsothoto,,,,,peeletšo ya ekhwithi,,,letsete la ikhwithi,,vhubindudzi nga mikovhe,,,vuvekisi hi mikavelo,,,
dsac_multi_fin_00113,estate duty,,,,boedelbelasting,,,intelamafa,,,irhafu yelifa,,,umtselo welifa,,,,,umthelo welifa,,,,kgethisoboswa,kgethisolefa,,,,lekgetho la thoto ya mohu,,,lekgetho la lefa,,muthelo wa ifa,,,xibalo xa ndzhaka,xibalo xa rifa,,
dsac_multi_fin_00114,excess,,,,bybetaling,,,inhlangabezozindleko,,,intlawulelo-bango,i-eksesi,,inhlawulo lebekiwe,inhlawulo lephakanyisiwe,i-eksesi,,,inaningezelelo,ilaselelomali,,,phetiso,,,,,tefelotlaleletšo,,,eksese,,mbadelonyengedzedzwa,,,hakeloengetelo,,,
dsac_multi_fin_00115,exchange,,,,beurs,,,uhwebozimali,,,imarike yemali,,,imakethe yekuhwebelana ngetabelo,,,,,imakethe yokurhwebelana,,,,anaanya,,,,,lefelo la kgwebišano,,,kgwebisano,,maraga,makete,,vucincanisi,,,
dsac_multi_fin_00116,exchange-traded fund,,,,beursverhandelde fonds,BVF,,isikhwama sasezimakethe zezimali,,,ingxowa-mali esisalathisi kwizabelo,,,sikhwama sekuhwebelana ngelusiso,,,,,isikhwama samasiso esiqothelweko,,,,letlolethekisokananyo,,,,,sekhwama sa papatšo sa kgwebišano,,,letlole la kgwebisano,,tshikwama tsha maraga wa thengiso,,,nkwama wa vucincanisi bya mikavelo,,,
dsac_multi_fin_00117,exclusion,,,,uitsluiting,,,okungahlonyuliswa,,,okungabandakanywanga kwi-inshorensi,,,lokungabhadalelwa ngumshwalensi,,,,,okungakafakwa kutjhorensi,,,,tlogelo,,,,,tšeo di sego tša akaretšwa,,,kotelo,,zwi songo katelwaho,,,mibakanyelotlhelo,nkasirhelelo,,
dsac_multi_fin_00118,ex gratia payment,,,,ex gratia-betaling,,,inkokhelo ngesihle,,,intlawulo ngokuzithandela,,,inkhokhelo ye-ex gratia,inkhokhelo yekutitsandzela,,,,imbadalo ngokuzithandela,,,,tueloithaopo,,,,,tefelo ya ex gratia,tefelo ya boithaopo,,tefo ya boithaopo,,mbadelo nga ex gratia,,,hakelo hi ku tinyiketela,hakelo hi nsenene,hakelo hi ku tsakela,
dsac_multi_fin_00119,extension,,,,verlenging,,,isengezo,,,ulongezelelo,,,sengeto,,,,,isingezelelo setjhorensi,,,,katoloso,,,,,tlaleletšo ya pholisi,phaphelelo ya pholisi,,tlatsetso,,nyengedzedzo,,,engetelo,ntlhandlekelo,,
dsac_multi_fin_00120,fidelity cover,,,,getrouheidsdekking,,,umshwalense wokulahlekelwa,,,i-inshorensi yobuqhetseba bangaphakathi,,,ikhava yekulahlekelwa,,,,,ikhava yokuzivikela,,,,tshireletsoikanyego,,,,,tšhireletšo ya tahlegelo kgwebong,,,tshireletso ya tahlehelo,,ndindakhombo ya u xelelwa,ndindakhombo ya ndozwo,,nsirhelelo wa ndzahlekeriwo,,,
dsac_multi_fin_00121,fiduciary,,,,vertrouenspersoon,,,umbheki,,,umgciniswa ogunyaziweyo,,,umphatseli logunyatiwe,libambela lelisemtsetfweni,libambela leligunyatiwe,,,umphathelipahla,,,,motsholelathoto,,,,,fidušiyari,moemedi yo a hlokometšego dithoto,,mokgethwa ya laolang thepa,,muimeli wa thundu,,,mukhomelandzhaka,,,
dsac_multi_fin_00122,financial advice,,,,finansiële advies,,,ukwelulekwa ngezezimali,,,iingcebiso ngezemali,,,seluleko ngetimali,,,,,iseluleko ngeemali,,,,kgakololotlotlo,,,,,keletšo ka tša matlotlo,,,keletso ya tsa ditjhelete,,ngeletshedzo ya zwa masheleni,,,switsundzuxo swa swa timali,,,
dsac_multi_fin_00123,financial advisor,,,,finansiële raadgewer,,,umeluleki ngezezimali,,,umcebisi ngezemali,,,umeluleki ngetetimali,,,,,umeluleki ngeemali,,,,mogakolodi wa tsa madi,,,,,moeletši wa tša mašeleng,,,moeletsi wa tsa ditjhelete,,mueletshedzi wa zwa masheleni,,,mutsundzuxi wa swa timali,,,
dsac_multi_fin_00124,financial burden,,,,finansiële las,,,umthwalokukhokha,,,uxanduva lwentlawulo,,,kucindzeteleka kutetimali,,,,,umthwalo wembadalo,,,,mokgweleolato,mokgweleokoloto,,,,go imelwa ke sekoloto,,,boima ba sekoloto,boima ba mokitlane,mutsiko wa zwa masheleni,,,mpingu wa swa timali,,,
dsac_multi_fin_00125,financial education,,,,finansiële opvoeding,,,ukufundiswa ngezezimali,,,imfundiso ngezemali,,,imfundziso kutetimali,,,,,ifundiso ngezeemali,,,,thutotlotlo,,,,,thuto ya tša matlotlo,,,thuto ka tsa ditjhelete,,pfunzo ya zwa masheleni,,,dyondzo ya swa timali,,,
dsac_multi_fin_00126,financial history,,,,finansiële geskiedenis,,,umlando ngezezimali,,,imbali ngezemali-mboleko,,,umlandvo ngetetimali,,,,,umlando ngezeemali,,,,tshupalato,tshupakoloto,,,,hisitori ya tša matlotlo,,,nalane ya tsa ditjhelete,,siangane ya zwa masheleni,,,matimu ya swa timali,,,
dsac_multi_fin_00127,financial independence,,,,finansiële onafhanklikheid,,,ukuzimela kwezezimali,,,ukuzimela ngokwezemali,,,kutimela kutetimali,,,,,ukuzikghona,ukuzijamela ngokweemali,,,ikemelotlotlo,boikgono,,,,boikemo go tša matlotlo,,,boikemelo ditjheleteng,,vhuḓiimisi ha zwa masheleni,,,vutiyimeri eka swa timali,,,
dsac_multi_fin_00128,financial interest,,,,finansiële belang,,,inzalo,,,umdla kwezemali,,,inshisakalo kutetimali,,,,,irhuluphelo kezeemali,,,,morokotsotlotlo,,,,,sa go tsentšha tšhelete,,,botjhelete,,mbuelo ya zwa masheleni,,,swikatsatimali,,,
dsac_multi_fin_00129,financial literacy,,,,finansiële geletterdheid,,,ulwazi lwezezimali,,,ubuchule ngezemali,ulwazi ngezemali,,lwati ngetetimali,,,,,ilwazi ngezeemali,,,,kitsotlotlo,,,,,bokgoni bja tša matlotlo,litheresi ya tša matlotlo,,lesedi ka tsa ditjhelete,,nḓivho ya zwa masheleni,,,vutivi bya swa timali,,,
dsac_multi_fin_00130,financial loss,,,,finansiële verlies,,,ukulahlekelwa kwezezimali,,,ilahleko-mali,,,lulahlekomali,kulahleka kwetimali,,,,ukulahlekelwa kezeemali,,,,tatlhegelotlotlo,,,,,tahlegelo ya tša matlotlo,,,thefuleho ya tsa ditjhelete,,ndozwo ya zwa masheleni,,,ndzahlekeriwo wa swa timali,,,
dsac_multi_fin_00131,financial market,,,,finansiële mark,,,imakethe yezezimali,,,imarike yezemali,imakethi yezemali,,imakethetimali,,,,,imakethe yezeemali,,,,mmarakatlotlo,,,,,mmaraka wa tša matlotlo,,,maraka wa tsa ditjhelete,,maraga wa zwa masheleni,,,makete ya swa timali,,,
dsac_multi_fin_00132,financial needs analysis,,,,finansiële behoefte-analise,,,uhlaziyo lwezimo zezimali,,,uhlalutyo lwezidingo zemali,,,luhlatiyo lwetidzingomali,,,,,icozululo leendingo zeemali,,,,tshekatshekotlhokegotlotlo,,,,,tshekatsheko ya dinyakwa go tša matlotlo,tlhophollo ya dinyakwa go tša matlotlo,,tlhahlollo ya ditlhoko tsa ditjhelete,,muṋetshedzi wa tshumelo dza zwa masheleni,,,nxopanxopo wa swilaveko swa swa timali,,,
dsac_multi_fin_00133,financial obligation,,,,finansiële verpligting,,,isibophokukhokha,,,isibophelelo sokuhlawula,,,sibopho sekubhadala,,,,,isibopho sokubhadala,,,,boitlamotefo,boitlamotuelo,,,,boitlamo bja go lefela,tlamego ya go lefela,,boitlamo ho tsa ditjhelete,,vhuḓifhinduleli ha zwa masheleni,,,vuboheki bya swa timali,,,
dsac_multi_fin_00134,financial plan,,,,finansiële plan,,,uhlelo lwezezimali,,,isicwangciso sezemali,,,luhlelotimali,,,,,umtlamo wezeemali,,,,leanotlotlo,,,,,peakanyo ya tša matlotlo,,,moralo wa tsa ditjhelete,,pulane ya zwa masheleni,,,kungu ra swa timali,,,
dsac_multi_fin_00135,financial product,,,,finansiële produk,,,umkhiqizo wezezimali,,,isixhobo sezemali,,,umkhicito wetetimali,,,,,ivezopahla leemali,,,,kungotlotlo,,,,,setšweletšwakgolo ya matlotlo,,,sehlahiswa sa tsa ditjhelete,,tshibveledzwa tsha zwa masheleni,,,xikumiwa xa swa timali,,,
dsac_multi_fin_00136,financial record,,,,finansiële rekord,,,irekhodi lezezimali,,,irekhodi yezemali,,,lirekhodi letetimali,,,,,irekhodi lezeemali,,,,rekototlotlo,,,,,rekhothe ya tša matlotlo,,,rekoto ya tsa ditjhelete,,rekhodo ya zwa masheleni,,,rhekhodo ya swa timali,,,
dsac_multi_fin_00137,financial regulator,,,,finansiële reguleerder,,,umlahli wezezimali,,,umqondisi-mthetho kwezemali,,,umlahulitimali,,,,,umlahlikambiso kezeemali,,,,molaolatirisotlotlo,,,,,molaodi wa tša matlotlo,,,molaodi wa tsa ditjhelete,,tshiimiswa tsha ndaulo ya zwa masheleni,mulanguli wa zwa masheleni,,mulawuri wa swa timali,mulawulatimali,,
dsac_multi_fin_00138,financial risk,,,,finansiële risiko,,,ingcuphe kwezezimali,,,umngcipheko kwezemali,,,lokungaba bungoti kutetimali,,,,,okungaba yingozi yokulahlekelwa ziimali,,,,tshosetsotlotlo,,,,,kgonagalo ya tahlegelo ya matlotlo,,,kgonahalo ya kotsi ho tsa ditjhelete,,khombo ya masheleni,,,nxungeto wa swa timali,,,
dsac_multi_fin_00139,financial sector,,,,finansiële sektor,,,umkhakha wezezimali,,,icandelo lezemali,,,umkhakha wetetimali,,,,,ikoro yezeemali,,,,lephatatlotlo,,,,,lekala la tša matlotlo,,,lekala la tsa ditjhelete,,sekithara ya zwa masheleni,,,xiyenge xa swa timali,sekitara ya swa timali,,
