id,eng__001,eng__002,eng__003,eng__004,afr__001,afr__002,afr__003,zul__001,zul__002,zul__003,zul__004,xho__001,xho__002,xho__003,xho__004,ssw__001,ssw__002,ssw__003,ssw__004,nde__001,nde__002,nde__003,nde__004,tsn__001,tsn__002,tsn__003,nso__001,nso__002,nso__003,nso__004,nso__005,sot__001,sot__002,sot__003,sot__004,ven__001,ven__002,ven__003,tso__001,tso__002,tso__003
dsac_multi_parl_00080,coalition government,,,,koalisieregering,,,uhulumeni wombimbi,uhulumeni wobambiswano,,,urhulumente wobumbano,,,,hulumende welubambiswano,,,,urhulumende wehlanganyela,,,,pusotlhakanelo,pusotshwaraganelo,,mmušo wa tlhakanelo,mmušo wa mohlakanelwa,,,,mmuso wa setlamo,,,,muvhuso wa muṱanganelo,,,mfumo-nhlanganelo,,
dsac_multi_parl_00081,colonialism,,,,kolonialisme,,,uqonelwa ngabezizwe,ukubuswa ngabezizwe,,,ukwenziwa kwamathanga,ulawulo lwesizwe ngabasemzini,,,umbusobucalu,inchubobukoloni,,,ukubuswa ngabeentjhaba,,,,bokoloniale,,,bokoloniale,bothopi,,,,bokoloneale,,,,vhukoḽonisi,vhukoḽoni,,vukoloni,,
dsac_multi_parl_00082,colonize,,,,koloniseer,,,-qonela abezizwe,-busa abezizwe,,,ukwenza amathanga,ukuza kulawula kwabasemzini kwelinye ilizwe,,,gwamandza live,tfumba ingcondvo,,,busa beentjhaba,,,,gapa,thopa,,thopa,,,,,kolonefatsa,,,,u thuba,dzhavhula,,khonzisa,,
dsac_multi_parl_00083,commission n.,,,,kommissie,,,ikhomishana,,,,ikhomishini,,,,ikhomishini,,,,ikomitjhini,,,,khomišene,,,khomišene,,,,,khomishene,,,,khomishini,,,khomixini,,
dsac_multi_parl_00084,committee,,,,komitee,,,ikomidi,,,,ikomiti,,,,likomiti,ikomiti,,,ikomidi,,,,komiti,,,komiti,,,,,komiti,,,,komiti,,,komiti,,
dsac_multi_parl_00085,Commission for Conciliation, Mediation and Arbitration,CCMA,,,Kommissie vir Versoening, Bemiddeling en Arbitrasie,KVBA,,iKhomishana Yokubuyisana, Ukuxazulula Nokwahlulela,,,,iKhomishoni yoLamlo noSombululo,i-CCMA,,,Ikhomishini Yekubuyisana, Kulamula Nekwehlulela,i-CCMA,,,i-CCMA,iKomitjhini yokuThobelana, yokuColela nokuLamulisa,,,Khomišene ya Thuanyo, Tsereganyo le Katlholelo,CCMA,,CCMA,Khomišene ya Kagišo, Poelano le Bonamodi,Khomišene ya Kagišo, Poelano le Bolamodi,,,CCMA,Khomishene ya Poelano le Bonamodi,,,Khomishini ya Vhupfumedzani, Vhukonanyi, na Vhulamukanyi,CCMA,,Khomixini ya vulamuri,,
dsac_multi_parl_00086,Commission for the Promotion and Protection of the Rights of Cultural, Religious and Linguistic Communities,,,,Kommissie vir die Bevordering en Beskerming van die Regte van Kulturele, Godsdienstige en Linguistiese Gemeenskappe,,,iKhomishana Yokukhuthaza Nokuvikela Amalungelo Amasiko, Ezenkolo Nezilimi Emiphakathini Eyahlukene,,,,iKhomishini yoKhuthazo noKhuselo lwamaLungelo ezeNkcubeko, ezeNkonzo naweeLwimi,,,,Ikhomishini Yekutfutfukisa Nekuvikela Emalungelo Emimango Yetemasiko, Tenkholo Netilwimi,,,,iKomitjhini yeKuliso nokuVikelwa kwamaLungelo wamaSiko, iKolo namaLimi wemiPhakathi,,,,Khomišene ya Tsweletso le Tshireletso ya tsa Semorafe, Setso, Bodumedi le Dipuo,,,Khomišene ya Kgodišo le Tšhireletšo ya Ditokelo tša Ditšo, Bodumedi le Dipolelo tša Ditšhaba,,,,,Khomishene ya Ntshetsopele le Tshireletso ya Ditokelo tsa Ditjhabana ho ya ka Setso, Bodumedi le Puo,,,,Khomishini ya Ṱhuṱhuwedzo, Tsireledzo, Pfanelo dza Mvelele, Vhurereli na Nyambo dza Vhapo,,,Khomixini ya Nhluvukiso na Nsirhelelo wa Timfanelo ta Mfuwo, Vukhongeri na Tindzimi,,
dsac_multi_parl_00087,commission of enquiry,,,,kommissie van ondersoek,,,ikhomishana yophenyo,,,,ikhomishini yophando,,,,ikhomishini yeluphenyo,,,,iKomitjhini yePhenyo,,,,khomišene ya dipatlisiso,,,khomišene ya dinyakišišo,,,,,khomishene ya dipatlisiso,,,,Khomishini ya ṱhoḓisiso,khomishini ya ndondoloso,,khomixini ya ndzavisiso,khomixini ya vulavisisi,
dsac_multi_parl_00088,Commission on Gender Equality,CGE,,,Kommissie op Gendergelykheid,,,iKhomishana Yezokulingana Ngokobulili,,,,iKhomishini yokuLingana ngokweSini,,,,Ikhomishini Ngekwekulingana Ngekwebulili,i-CGE,,,iKomitjhini yezokuLinganiswa koBulili,i-CGE,,,Khomišene ka ga Tekatekanyobong,CGE,,Khomišene ya Tekatekano ya Bong,,,,,CGE,Khomishene ya Tekatekano ya Bong,,,Khomishini ya Ndinganyiso nga Mbeu,CGE,,Khomixini ya Ndzingano wa Rimbewu,,
dsac_multi_parl_00089,Commission on Restitution of Land Rights,,,,Kommissie op Herstel van Grondregte,,,iKhomishana Yokubuyiselwa Kwamalungelo Omhlaba,,,,iKhomishini yokuBuyiselwa kwamaLungelo oMhlaba,,,,Ikhomishini Ngekubuyiselwa Kwemalungelo Emhlaba,,,,iKomitjhini yezokuBuyiselwa kwamaLungelo womHlaba,,,,Khomišene ka ga Pusetso ya Ditshwanelo tsa Mafatshe,,,Khomišene ya Pušetšo ya Ditokelo tša Naga,,,,,Khomishene ya Ditokelo tsa Kgutlisetso ya Naha,,,,Khomishini ya Mbuedzedzo ya Pfanelo dza Mavu,,,Khomixini yo Tlherisela Vun'wini bya Misava,,
dsac_multi_parl_00090,Committee of the Whole House,,,,Komitee van die Hele Huis,,,iKomidi Lendlu Yephalamende,,,,iKomiti yeNdlu Yonke,,,,Ikomiti Yendlu Yonkhe,Likomiti Lendlu Yonkhe,,,iKomidi yeNdlu yePalamende,,,,Komiti ya Ntlo Yotlhe,,,Komiti ya Ngwako Ohle,Komiti ya Ngwako Wohle,,,,Komiti ya Ditho Tsohle,,,,Komiti ya Nnḓu Yoṱhe,,,Komiti ya Huvo Hinkwayo,,
dsac_multi_parl_00091,Committee on Human Rights Violations,,,,Komitee oor die Skending van Menseregte,,,iKomidi Elivimbela Ukwephulwa Kwamalungelo Esintu,,,,iKomiti yokuNyhashwa kwamaLungelo oLuntu,,,,Likomiti Ngekuhlukunyetwa Kwemalungelo Eluntfu,Ikomiti Ngekuhlukunyetwa Kwemalungelo Eluntfu,,,iKomidi yezokuVikelwa kokuPhulwa kwamaLungelo wobuNtu,,,,Komiti ka ga Dikgatako tsa Ditshwanelo tsa Botho,,,Komiti ya Dikgatako tša Ditokelo tša Batho,,,,,Komiti ya Tlolo ya Ditokelo tsa Botho,,,,Komiti ya u thivhela u Thithiswa ha Pfanelo dza Vhathu,,,Komiti yo Sivela ku Onhiwa ka Timfanelo ta Vanhu,,
dsac_multi_parl_00092,common voters' roll,,,,gemeenskaplike kieserslys,,,uhlu lwabavoti,,,,uluhlu lwabavoti,,,,luhlu lwebavoti bonkhe,,,,irhelo labavowudi elihlanganisiweko,,,,lenaanetlhopho la botlhe,,,lenaneo la bohle la babouti,lenaneo la bohle la bavouti,,,,lenane la bakgethi,,,,mutevhekate wa vhavouti,,,nongonoko wa mavito ya vavhoti,,
dsac_multi_parl_00093,communism,,,,kommunisme,,,inqubo yamadlandawonye,ubukhomanisi,,,ubukomanisi,,,,bukhomanisi,,,,ubukhomanisi,ubudlelondawonye,,,bokomonisi,,,bokomonisi,,,,,bokomonisi,,,,vhukomunisi,,,vukhomonisi,,
dsac_multi_parl_00094,communist,,,,kommunis,,,idlelandawonye,ikhomanisi,,,umkomanisi,ikomanisi,,,likhomanisi,,,,ikomanisi,idlelandawonye,,,mokomonisi,,,mokomonisi,,,,,lekomonisi,,,,mukomunisi,,,mukhomonisi,,
dsac_multi_parl_00095,community involvement,,,,gemeenskapsbetrokkenheid,,,ukumbandakanywa komphakathi,,,,inxaxheba yabantu,inxaxheba yoluntu,ukubandakanyeka kwabantu,,kubandzakanyeka kwemmango,,,,ukuzibandakanya emphakathini,ukuhlokanyela nomphakathi,,,seabe sa baagi,,,tšeokarolo setšhabeng,,,,,kabelo ya setjhaba,,,,u shela mulenzhe ha vhapo,u ḓidzhenisa ha vhapo,,ku hoxa xandla ka vaaki,,
dsac_multi_parl_00096,comrade,,,,kameraad,,,umlingani,iqabane,ikhomredi,,iqabane,,,,umbutfo,,,,idelisa,umthwalisani,ikhomreyidi,,mokaulengwe,khomoreiti,,khomreite,lekhomo,,,,khomoreiti,,,,khonani nndwani,khomureidi,,munghana,khomuredi,
dsac_multi_parl_00097,conciliation,,,,versoening,,,ukubuyisana,,,,uxolelwaniso,ulamlo,,,kubuyisana,kucolelana,,,ithobelwano,,,,thuanyo,,,kagišo,,,,,poelano,,,,vhupfumedzani,,,ntwananiso,ndzivalelano,
dsac_multi_parl_00098,conciliatory democracy,,,,versoeningsdemokrasie,,,intando yeningi enokubuyisana,,,,idemokhrasi yoxolelwaniso,intando yesininzi esekelwe kuxolelwaniso,,,intsandvolinyenti yekubuyisana,,,,idemokhrasi yethobelwano,,,,temokerasi ya thuanyo,,,temokrasi ya kagišo,pušobontši ya kagišo,,,,demokrasi ya poelano,,,,dimokrasi ya vhupfumedzani,,,xidemokirasi xa ndzivalelano,,
dsac_multi_parl_00099,conflict,,,,konflik,,,ukungqubuzana,ingxabano,,,ungquzulwano,impixano,usunduzwano,,kungcubutana,kushayisana,lutfungunyane,,inturhu,irarano,,,kgotlhang,thulano,,thulano,,,,,kgohlano,,,,khuḓano,,,dzolonga,nkwetlembetano,
dsac_multi_parl_00100,conflict of interest,,,,belangekonflik,,,udweshu ngokokwenzelela,ukungqubuzana kwezifiso,,,ingozi yokuhendeka,,,,kushayisana kwetifiso,,,,ipambano yekareko,ipambano yekhahleko,,,thulano ya dikgatlhegelo,,,thulano ya dikganyogo,,,,,kgohlano ya maikutlo,kganyetsano ya ditabatabelo,twantshano ya maikutlo,,khuḓano ya dzangalelo,,,nkwetlembetano wa vutsakeri,,
dsac_multi_parl_00101,conflict resolution,,,,konflikoplossing,,,ukuxazulula ingxabano,,,,ukusonjululwa kongquzulwano,ukupheliswa kwempixano,,,kulamula,kusombulula lutfungunyane,,,irarululo lerarano,,,,phediso ya kgotlhang,tharabololo ya kgotlhang,,tharollo ya thulano,,,,,tharollo ya kgohlano,,,,thasululo ya khuḓano,,,vuherisa-madzolonga,vutshunxa-nkwetlembetano,
dsac_multi_parl_00102,consensus,,,,konsensus,,,ukuvumelana,,,,ukuvumelana,imvumelwano,,,kuvumelana,,,,ukuvumelana,,,,kutlwanelo,,,tumelelano,,,,,tumellano,,,,thendelano nga huswi,,,mpfumelelano,,
dsac_multi_parl_00103,consensus politics,,,,konsensuspolitiek,,,ipolitiki yokuvumelana kwamaqembu,ukuvumelana kwamaqembu ngokwezepolitiki,,,uvumelwano ngokwezopolitiko,,,,ipolitiki yekuvumelana,,,,ipolotiki yokuvumelana,,,,dipolotiki tsa kutlwanelo,,,dipolotiki tša tumelelano,,,,,tumellano ya dipolotiki,,,,poḽotiki ya thendelano nga huswi,,,tipolitiki ta mpfumelelano,,
dsac_multi_parl_00104,conservatism,,,,konserwatisme,,,ukubambelela kokudala,,,,ubuntamolukhuni,,,,buntsamolukhuni,,,,ukubambelela kokudala,,,,botsetsepelo,,,boganaphetogo,,,,,bohanadiphetoho,,,,vhuhanatshanduko,u konḓa u ṱanganedza tshanduko,,vuala-ncinco,,
dsac_multi_parl_00105,consociation,,,,konsosiasie,,,ukusebenzisana,,,,intsebenziswano,uphathiswano,,,kutsandzanisa,,,,ukusebenzisana okutjhideleneko,,,,tlhakanelopuso,,,kabagano,,,,,khonsosiyeishene,,,,vhuḓibaḓekanyi,,,mpfumelelano,,
dsac_multi_parl_00106,consociational democracy,,,,konsosiatiewe demokrasie,,,intando yeningi enokusebenzisana,,,,idemokhrasi yentsebenziswano,ulawulo lwentando yesininzi,,,intsandvolinyenti yekutsandzanisa,idemokhrasi yekutsandzanisa,,,idemokhrasi yokusebenzisana ngokutjhideleneko,,,,temokerasi ya tlhakanelopuso,,,demokrasi ya kabagano,temokrasi ya kabagano,,,,demokrasi ya khonsosiyeishene,,,,dimokirasi ya vhuḓibaḓekanyi,,,xidemokirasi xa mpfumelelano,,
dsac_multi_parl_00107,constituency,,,,kiesafdeling,,,iziko labavoti,,,,inqila yovoto,ingingqi yelungu,indawo emelwe lilungu,,sigodzilukhetfo,sigcemelukhetfo,,,isifunda sekhetho,,,,kgaolotlhopho,,,karolokgetho,,,,,lebatowa,,,,vhukhethoni,,,ndhawu ya vaseketeri,xifundza xa vakheti,
dsac_multi_parl_00108,constituent assembly,,,,grondwetgewende vergadering,,,indlu yomthethosisekelo,,,,indlu yoqulunqo lomgaqo-siseko,,,,libandla,,,,indlu yomthethosisekelo,,,,palamente,,,lekgotla la ba dikarolokgetho,,,,,seboka sa lebatowa,,,,buthano ḽa vhukhethoni,,,huvo ya vumbiwa,,
dsac_multi_parl_00109,constitution,,,,grondwet,,,umthethosisekelo,,,,umgaqo-siseko,,,,umtsetfosisekelo,,,,umthethosisekelo,,,,molaotheo,,,molaotheo,,,,,molao wa motheo,,,,ndayotewa,,,vumbiwa,,
dsac_multi_parl_00110,Constitutional Court <RSA>,,,,Konstitusionele Hof,,,iNkantolo Yomthethosisekelo,,,,iNkundla yezoMgaqo-siseko,,,,Likhotho Lemtsetfosisekelo,,,,iKhotho yomThethosisekelo,,,,Kgotlatshekelokgolo ya Molaotheo,,,Kgorotsheko ya Molaotheo,,,,,Lekgotla la Molaotheo,,,,Khothe ya Ndayotewa,,,Khoto ya Vumbiwa,Huvo ya Vumbiwa,
dsac_multi_parl_00111,contempt of parliament,,,,minagting van die parlement,,,ukudelela iphalamende,ukweyisa iphalamende,ukugcwanekela iphalamende,,ukudela ipalamente,,,,kwedzelela iphalamende,,,,ukudelela ipalamende,,,,nyatsa palamente,nyatso,,nyatšo ya palamente,,,,,nyediso ya palamente,,,,u nyadza phaḽamennde,vhunyadzaphaḽamennde,,vutsan'wapalamende,,
dsac_multi_parl_00112,cooperative government,,,,samewerkende regering,,,uhulumeni onokubambisana,uhulumeni onokusebenzisana,,,uburhulumente bentsebenziswano,,,,hulumende welubambiswano,,,,urhulumende webambiswano,,,,puso ya tirisano,,,pušotirišano,,,,,mmuso wa tshebedisano,,,,muvhuso wa tshumisano,,,mfumo wa ntirhisano,,
dsac_multi_parl_00113,coordinating council,,,,koördinerende raad,,,umkhandlu wokuxhumanisa,,,,ibhunga eliququzelelayo,,,,umkhandlu wekuchumanisa,,,,umkhandlu wezokulungelelanisa,umkhandlu wezokuvumelanisa,,,lekgotlakgokagano,,,khantshele ya kopanyo,,,,,lekgotla la bohokanyi,,,,khorokhonanyi,,,huvo ya vukondleteri,,
dsac_multi_parl_00114,coordinator,,,,koördineerder,,,umxhumanisi,,,,umququzeleli,,,,umchumanisi,,,,umlungeleli,umvumelanisi,,,mogokaganyi,,,mokopanyi,,,,,mohokahanyi,,,,mukonanyi,,,mukondleteri,,
dsac_multi_parl_00115,council,,,,raad,,,umkhandlu,,,,ibhunga,,,,umkhandlu,,,,umkhandlu,,,,lekgotla,khansele,,khantshele,,,,,lekgotla,khansele,,,khoro,,,huvo,,
dsac_multi_parl_00116,coup d'état,,,,staatsgreep,,,ukuketula umbuso,,,,ubhukuqo-mbuso,,,,luketulo mbuso,kuketula umbuso,,,iketulombuso,,,,menolopuso,,,menolopušo,,,,,menolopuso,,,,u dzhavhula muvhuso,,,ku vutla mfumo,ku wutla mfumo,
dsac_multi_parl_00117,create v.,,,,skep,,,-dala,-akha,-enza,-sungula,yila,bangela,ukwenza,ukudala,akha,bumba,,,-akha,tlhama,,,tlhola,tlhama,,hlola,,,,,thea,,,,-sima,-vhumba,,tumbuluxa,,
dsac_multi_parl_00118,create a precedent,set a precedent,,,skep ‘n presedent,,,-qala inqubo ezolandelwa,-sungula inqubo ezolandelwa,,,ukuqala inkqubo eza kulandelwa,,,,kwakha sibonangaso,,,,beka ikomba,,,,go baya motlhala,,,bea mohlala,hlola ketapele,,,,ho bula moedi,ho bula kgoro,,,u thoma tsumbo,u vhea tsumbo,,tumbuluxa maendlelo,,
dsac_multi_parl_00119,deadlock,,,,dooiepunt,,,ungqingetshe,,,,unongxi,kwanongxi,ukungevani ngezimvo,,ngcingetje,,,,umgoduyagcina,,,,palelano,,,palelano,,,,,pharela,,,,ganzhila,,,ntlimbo,,
dsac_multi_parl_00120,debate n.,,,,debat,,,inkulumompikiswano,,,,ukuxoxa,ingxoxo,,,inkhulumomphikiswano,,,,ikulumopikiswano,,,,ngangisano,kganetsano,,ngangišano,,,,,ngangisano,,,,khanedzano,dibeithi,,njhekanjhekisano,,
dsac_multi_parl_00121,decision-making n.,,,,besluitneming,,,ukuthatha izinqumo,uthathozinqumo,,,ukwenza isigqibo,,,,kutsatfwa kwesincumo,kutsatsa sincumo,,,ukuthathwa kweenqunto,,,,tseotshwetso,botsayatshwetso,,tšeosephetho,,,,,ho etsa qeto,,,,u dzhia tsheo,u ita ambadzifhele,,ku teka xiboho,,
dsac_multi_parl_00122,declaration of intent,,,,verklaring van voorneme,,,ukugagulwa kwenhloso,ukuvezwa kwenhloso,,,ukuxela injongo,,,,kukhombisa inhloso,,,,umtlolo wokuvezwa kwehloso,umtlolo wokuvezwa komnqopho,,,kgoeletso ya maikaelelo,,,pego ya maikemišetšo,,,,,phatlalatso ya maikemisetso,,,,vhuḓigani ha ndivho,,,mpaluxa-xikongomelo,,
dsac_multi_parl_00123,de facto,,,,de facto,,,ngobunjalo besimo,,,,ngokwemeko ekhoyo,,,,mbamba,,,,ubunjalo bobujamo,,,,ntlhakgopolo,ntlhatlhokakamogelesego,,seo se lego gona,sa maleba,sa tshwanelo,de facto,,de facto,,,,zwa vhukuma,difakto,,swilo nga xiswona,,
dsac_multi_parl_00124,Defiance Campaign,,,,Uitdaagveldtog,,,uMkhankaso Wokuphikisana Nesinqumo,,,,iphulo loqhankqalazo,,,,umkhankhaso wekuhlaphaneka,umkhankhaso wekuhlutfuka,,,ijima lokuphikisa okuquntiweko,,,,Letsholo la Ikgatholosomolao,,,lesolo la lenyatšo,,,,,Letsholo la Tello,,,,Fulo ḽa Khanedzo,Fulo ḽa u Nyadza,,Pfhumba ra Xinyajo,,
dsac_multi_parl_00125,deficit,,,,tekort,,,imali eshodayo,okushodayo,okunganele,,imali eshotayo,,,,lokusilele,,,,itlhayelo,,,,tlhaelo,,,tlhaelelo,,,,,kgaelo,,,,ṱhahelelo,zwikolodo,milandu,nkayivelo,,
dsac_multi_parl_00126,delegate n.,,,,afgevaardigde,,,isithunywa,umgunyazwa,,,umthunywa,,,,sitfunywa,umeleli,,,isithunywa,umgunyazwa,,,moemedi,,,moromelwa,kemedi,,,,morumuwa,,,,murumelwa,,,murhumiwa,,
dsac_multi_parl_00127,delegate v.,,,,afvaardig,,,-gunyaza,-nika amandla,,,ukuthuma,,,,mela,tfuma,,,gunyaza,thuma,,,roma,rolela dithata,,romela,,,,,roma,,,,-rumelwa,,,rhuma,,
dsac_multi_parl_00128,delegated legislation,,,,gedelegeerde wetgewing,,,umthetho ogunyaziwe,,,,uwiso-mthetho olugunyazisiweyo,,,,timiso letigunyatiwe,,,,umthetho ogunyaziweko,,,,melawanaitlhamelo,,,molao wa go matlafatša,,,,,matla a ho etsa molao,,,,mulayo wa vhurumelwa,,,nawu wo nyika matimba,,
dsac_multi_parl_00129,deliberations,,,,beraadslagings,,,izingxoxo,,,,ingxoxo,,,,tinkhulumiswano,kukhulumisana,,,iinkulumiswano,,,,ditherisano,dipuisano,,ditherišano,,,,,dipuisano,,,,khaseledzo,,,minkanerisano,,
dsac_multi_parl_00130,democracy,,,,demokrasie,,,intando yabantu,intando yeningi labantu,,,idemokhrasi,ulawulo lwentando yesininzi,,,intsandvolinyenti,,,,idemokhrasi,intando yenengi,,,temokerasi,,,pušobontši,temokrasi,demokrasi,,,demokrasi,,,,dimokrasi,demokhrasi,,xidemokirasi,,
dsac_multi_parl_00131,department,,,,departement,,,umnyango,,,,isebe,,,,litiko,,,,umnyango,,,,lefapha,,,kgoro,,,,,lefapha,,,,muhasho,,,ndzawulo,,
dsac_multi_parl_00132,Department of Agriculture,,,,Departement van Landbou,,,uMnyango Wezolimo,,,,iSebe lezoLimo,,,,Litiko Letekulima,,,,umNyango wezokuLima,,,,Lefapha la Temothuo,,,Kgoro ya Temo,,,,,Lefapha la Temo,Lefapha la Temothuo,,,Muhasho wa vhulimi,,,Ndzawulo ya Vurimi,,
dsac_multi_parl_00133,Department of Arts and Culture,,,,Departement van Kuns en Kultuur,,,uMnyango Wezobuciko Namasiko,,,,iSebe lezoBugcisa neNkcubeko,,,,Litiko Letebuciko Nemasiko,,,,umNyango wezobuKghwari namaSiko,,,,Lefapha la Botsweretshi le Setso,,,Kgoro ya Bokgabo le Setšo,,,,,Lefapha la Bonono le Setho,,,,Muhasho wa Vhutsila na Mvelele,,,Ndzawulo ya Vutshila na Mfuwo,,
dsac_multi_parl_00134,Department of Communications,,,,Departement van Kommunikasie,,,uMnyango Wezokuxhumana,,,,iSebe lezoQhagamshelwano,,,,Litiko Letekuchumana,,,,umNyango wezokuThintana,,,,Lefapha la Tlhaeletsano,,,Kgoro ya Dikgokaganyo,,,,,Lefapha la Dikgokahanyo,,,,Muhasho wa Vhudavhidzani,,,Ndzawulo ya Vuhlanganisi,,
dsac_multi_parl_00135,Department of Correctional Services,,,,Departement van Korrektiewe Dienste,,,uMnyango Wezokuhlunyeleliswa Kwezimilo,,,,iSebe leeNkonzo zoLuleko,,,,Litiko Letekulungisa Timilo,,,,umNyango wezamaJele,,,,Lefapha la Ditirelo tsa Kgopololo,,,Kgoro ya Ditirelo tša Tshokollo,,,,,Lefapha la Ditshebeletso tsa Tshokollo ya Batshwaruwa,,,,Muhasho wa Tshumelo dza Ndulamiso,,,Ndzawulo ya Makhotso,,
dsac_multi_parl_00136,Department of Defence,,,,Departement van Verdediging,,,uMnyango Wezokuvikela,,,,iSebe lezoKhuseleko,,,,Litiko Letekuvikela,,,,umNyango wezokuVikela,,,,Lefapha la Tshireletso,,,Kgoro ya Tšhireletšo,,,,,Lefapha la Tshireletso,,,,Muhasho wa Vhupileli,,,Ndzawulo ya Vusirheleri,,
dsac_multi_parl_00137,Department of Education,,,,Departement van Onderwys,,,uMnyango Wezemfundo,,,,iSebe lezeMfundo,,,,Litiko Letemfundvo,,,,umNyango wezeFundo,,,,Lefapha la Thuto,,,Kgoro ya Thuto,,,,,Lefapha la Thuto,,,,Muhasho wa Pfunzo,,,Ndzawulo ya Dyondzo,,
dsac_multi_parl_00138,Department of Environmental Affairs and Tourism,,,,Departement van Omgewingsake en Toerisme,,,uMnyango Wezindaba Zezemvelo Nezokuvakasha,,,,iSebe lezeNdalo noKhenketho,,,,Litiko Letendzawo Nekuvakasha,,,,umNyango wezeBhoduluko nezamaVakatjho,,,,Lefapha la Merero ya Tikologo le Bojanala,,,Kgoro ya Merero ya Tikologo le Boeti,,,,,Lefapha la Merero ya Tikoloho le Bohahlaudi,,,,Muhasho wa zwa Mupo na Vhuendelamashango,,,Ndzawulo ya swa Mbangu na Vupfhumba,,
dsac_multi_parl_00139,Department of Finance,,,,Departement van Finansies,,,uMnyango Wezezimali,,,,iSebe lezeMali,,,,Litiko Letetimali,,,,umNyango wezeeMali,,,,Lefapha la Matlotlo,,,Kgoro ya Matlotlo,,,,,Lefapha la Ditjhelete,,,,Muhasho wa Gwama,,,Ndzawulo ya Timali,,
dsac_multi_parl_00140,Department of Foreign Affairs,,,,Departement van Buitelandse Sake,,,uMnyango Wezindaba Zangaphandle,,,,iSebe leMicimbi yezaNgaphandle,,,,Litiko Letangaphandle,,,,umNyango wezangaPhandle,,,,Lefapha la Merero ya Boditšhaba,,,Kgoro ya Merero ya ka Ntle,,,,,Lefapha la Merero ya ka Ntle ho Naha,,,,Muhasho wa zwa Nnḓa,,,Ndzawulo ya Timhaka ta Matikomambe,,
dsac_multi_parl_00141,Department of Health,,,,Departement van Gesondheid,,,uMyango Wezempilo,,,,iSebe lezeMpilo,,,,Litiko Letemphilo,,,,umNyango wezamaPhilo,,,,Lefapha la Pholo,,,Kgoro ya Maphelo,,,,,Lefapha la Bophelo bo Botle,,,,Muhasho wa Mutakalo,,,Ndzawulo ya Rihanyo,,
dsac_multi_parl_00142,Department of Home Affairs,,,,Departement van Binnelandse Sake,,,uMnyango Wezindaba Zasekhaya,,,,iSebe leMicimbi yezeKhaya,,,,Litiko Letasekhaya,,,,umNyango wezangeKhaya,,,,Lefapha la Merero ya Selegae,,,Kgoro ya Merero ya Legae,,,,,Lefapha la Merero ya Lehae,,,,Muhasho wa zwa Muno,,,Ndzawulo ya Xikaya,,
dsac_multi_parl_00143,Department of Housing,,,,Departement van Behuising,,,uMnyango Wezezindlu,,,,iSebe lezeZindlu,,,,Litiko Letetindlu,,,,umNyango wezeziNdlu,,,,Lefapha la Tlamelo ya Matlo,,,Kgoro ya Mengwako,,,,,Lefapha la Phumantsho ya Matlo,,,,Muhasho wa zwa Dzinnḓu,,,Ndzawulo ya Tindlu,,
dsac_multi_parl_00144,Department of Justice and Constitutional Development,,,,Departement van Justisie en Staatkundige Ontwikkeling,,,uMnyango Wezobulungiswa Nokuthuthukiswa Komthethosisekelo,,,,iSebe lezoBulungisa noMgaqosiseko,,,,Litiko Letebulungiswa Netekutfutfukiswa Kwemtsetfosisekelo,,,,umNyango wezoBulungiswa nokuThuthukiswa komThethosisekelo,,,,Lefapha la Bosiamisi le Tlhabololo ya Molaotheo,,,Kgoro ya Toka le Tlhabollo ya Molaotheo,,,,,Lefapha la Toka le Ntshetsopele ya Molao wa Motheo,,,,Muhasho wa Vhulamukanyi na Mveledziso ya Mulayotewa,,,Ndzawulo ya Vululami na Nhluvukiso wa Vumbiwa,,
dsac_multi_parl_00145,Department of Labour,,,,Departement van Arbeid,,,uMnyango Wezabasebenzi,,,,iSebe lezaBasebenzi,,,,Litiko Letetisebenti,,,,umNyango wezabaSebenzi,,,,Lefapha la Bodiri,,,Kgoro ya Bašomi,,,,,Lefapha la tsa Mesebetsi,,,,Muhasho wa Mishumo,,,Ndzawulo ya Vatirhi,,
dsac_multi_parl_00146,Department of Land Affairs,,,,Departement van Grondsake,,,uMnyango Wezindaba Zomhlaba,,,,iSebe leMiba yezemiHlaba,,,,Litiko Letemihlaba,,,,umNyango wezemiHlaba,,,,Lefapha la Merero ya Mafatshe,,,Kgoro ya Merero ya Naga,,,,,Lefapha la Merero ya Mobu,,,,Muhasho wa zwa Mavu,,,Ndzawulo ya Timhaka ta Misava,,
dsac_multi_parl_00147,Department of Minerals and Energy,,,,Departement van Minerale en Energie,,,uMnyango Wezimbiwa Namandla,,,,iSebe leZimbiwa naMandla,,,,Litiko Letetimbiwa Netemandla,,,,umNyango wezaMandla nokwEnjiwako,,,,Lefapha la Dimenerale le Maatla,,,Kgoro ya Dirafša le Maatla,Kgoro ya Diminerale le Enetši,,,,Lefapha la Dimenerale le Eneji,,,,Muhasho wa Mineraḽa na Fulufulu,,,Ndzawulo ya Swicelwa na Eneji,,
