dsac_lif_00263,discus {athletics},diskus,idiskhasi,idisikhasi,,,idiskhasi,idiskhasi,,papetla,tisikase,diskhase,disikhasi,disikhasi,werpskyf,,,,,,disekhase,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00264,disgust,afsku,ukwenyanyisa,ukukruquka,ukunyanyisa,,kunenga,ukunyenya,,nyontsha,tena,nyontsha,nengisa,nyenyetseka,weersin,kucasula,shishimisa,,šišimiša,,,nyangatseka,phirheka,afkeer,,kunyanyisa,,,,,,,,,,,,kudzina,kunyakula,,,,
dsac_lif_00265,dishonest,oneerlik,ukungathembeki,ukungathembeki,ukunganyaniseki,,-ngaketsembeki,-ngathembekiko,,tlhokannete,-botegego,-hloka nnete,-sa fulufhedzea,-nga tshembeki,,,,,,,tlhokaboikanyego,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00266,disobedient,ongehoorsaam,okungathobeli,ukungathobeli,,,-dzelelako,-ngalaleliko,,lenyatso,-se obamele,-nyatsang,luswetho,ku nga yingisi,,-ngahloniphi,lunyadzo,,,,,,,,,-eyanako,-tellang,,,,,,,,,,,,,,,,
dsac_lif_00267,distract,aflei,ukuphazamisa,phazamisa,,,phatamisa,-phazamisa,,itaya tsebe,-gakantšha,-sitisa,thithisa,kavanyeta,aftrek,tsikameta,dzinzisa,,,,fapha ditsebe,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00268,distrust,wantroue,ukungathembi,ukungathembi,,,kungetsembi,ukungathembi,,se tshepe,-se tshepe,-hloka botshepehi,-sa fulufhedza,ku nga tshembi,agterdog,,,,,,,nkantshembo,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00269,disturb,hinder,ukuphazamisa,phazamisa,,,tsikameta,-thikameza,-thikazisa,kgoreletsa,-tshwenya,-sitisa,-khakhisa,kavanyeta,pla,phatamisa,-thithisa,-liya,,ukuthikameza,,,,steur,,,,,,,,,,,,,,,,,,,
dsac_lif_00270,divorce <n.>,egskeiding,isehlukaniso,uqhawulo-mtshato,ukuchithwa komtshato,,kwehlukana,ukutlhalana,,tlhalo,tlhalo,tlhalo,ṱhalano,ntlhalano,,sehlukaniso,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00271,documentary,dokumentêr,uhlelozehlakalo,inkqubo-mbaliso,idotyhumentari,inkcazo-mbaliso,luhlelomlandvo,idokhiyumenthari,,setshwantshotshelo,tokumenthari,dokhumenthari,ḽitambwaṱhoḓisiso,dokhumentari,dokumentêre film,,ḽitambwa ḽa zwo iteaho,,lenaneo la thelebišene goba radio la go bontšha ditiragalo tša nnete ka taba yeo e itšego,,dokhumentari,tsalwavutomi,,,,,,,inkqubo-mbaliselo,,,,,,,,,,,,,,
dsac_lif_00272,doggie-paddle,hondjieswem,ukubhukudisa okwenja,ukudada okwenja,ukudada isinja,,kuhlamba ngekugwedla,ukududa njengenja,ukuthaya njengenja,thumotirisomaoto,go rutha sempša,ho sesa sentja,u tala sa mmbwa,vuhlamberiximbyana,,,,,,,,,,,,,,,,,doggy paddle,,,,,,,,,dog paddle,,,
dsac_lif_00273,donate,skenk,ukunikela,nikela,,,nikela,-nikela,-pha,abela,-neela,-fana,lambedza,nyikela,gee,,,,,,neela,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00274,donation,skenking,umnikelo,umnikelo,,,umnikelo,umnikelo,isipho,kabelo,moneelo,phano,ndambedzo,munyikelo,donasie,,,,,,dikabo,,,,,,,,,,,moneelo,,,,,,,,,,,
dsac_lif_00275,drama,drama,umdlalo,idrama,umdlalo,,umdlalo,umdlalo,idrama,terama,terama,tshwantshiso,ḽitambwa,ntlangu,,,ḓirama,,tiragatšo,idrama,,,,,,,terama,,,,,,,,,,,,,,,,
dsac_lif_00276,dried food,gedroogde voedsel,ukudla okomisiwe,umqwayito,,,kudla lokonyisiwe,ukudla okomisiweko,ukudla okonyisiweko,dikomeletsa,makwapi,dijo tse omisitsweng,zwiḽiwa zwo omiswaho,swakudya swo omisiwa,gedroogde kos,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00277,driver,bestuurder,umshayeli,umqhubi,,,umshayeli,umtjhayeli,,mokgweetsi,mootledi,mokganni,mureili,muchayeri,voertuigbestuurder,,,,,,,,,drywer,,,moqhobi,,,,,,,,,,,,,,,,
dsac_lif_00278,drum,trom,isigubhu,igubu,idram,,sigubhu,ingungu,isigubhe,moropa,moropa,moropa,ngoma,ngoma,drom,,,umthumba,,,,xigubu,ncomana,,,,sekupu,,,,,,,,,,,,,,,,
dsac_lif_00279,dump site,stortterrein,indawo yokulahla udoti,itiphu,,,litala,izala,,thotobolo,letlaleng,thotobolo,ḓaleḓale,tala,stortingsterrein,indzawo yekulahla tibi,,,lefelo la go lahla ditlakala,indawo yemfucuza,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00280,Easter,Paasfees,iPhasika,iPasika,,,Liphasika,iPhasika,iGudi,Paseka,Paseka,nako ya Paseka,vhuṱambo ha Mvuwo,Paseka,Pase,Gudi,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00281,Easter egg,paaseier,uSwidi wephasika osaqanda,iqanda letshokholethi langePasika,,,licandza leLiphasika,iqanda leGudi,,Lee la Paseka,Lee la aseka,lehe la Paseka,ḽegere ḽa tshifhinga tsha Mvuwo,tandza ra Paseka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00282,economy,ekonomie,umnotho,uqoqosho,,,umnotfo,umnotho,,moruo,ikonomi,moruo,ikonomi,ikhonomi,,umcebo,,,,,ikonomi,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00283,education <n.>,opvoeding,imfundo,imfundo,,,imfundvo,ukufundisa,ifundo,thuto,go ruta,thuto,funza,ku dyondzisa,onderwys,,,,,,,,,onderrig,,,,,,,,,,,,,,,,,,,
dsac_lif_00284,educator,opvoeder,umfundisi,utitshala,umfundisi-ntsapho,,umfundzisi,umfundisi,utitjhere,morutabana,morutiši,titjhere,mudededzi,mudyondzisi,,thishela,mugudisi,umdlulisilwazi,,uthisha,motlhatlheledi,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00285,effluent,uitvloeisel,udoti wokuluketshezi,ukungcola okululwelo,,,kungcola lokugeletako,itlelezi leensila,,keleloleswe,kelatšhila,dikgwerekgwere,muelelo wa malaṱwa,mphyiso,afvalwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00286,Eid-ul-Fitr,Eid-ul-Fitr,u-Eid ul Fitr,iEid-ul-Fitr,,,i-Eid-ul-Fitr,i-Eid-ul-Fitr,,Eid-ul-Fitr,Eid-ul-Fitr,Eid-ul-Fitr,Eid-ul-Fitr,Eid-ul-Fitr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00287,electrical burn,elektriese brandwond,ukushiswa ugesi,ukutshiswa ngumbane,,,silondza sagezi,inceba legezi,umlilo wegezi,phisomotlakase,ntho ya go fišwa ke mohlagase,ho tjheswa ke motlakase,u swa nga muḓagasi,xilondza xa gezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00288,element,element,ingxenye,inxenye,ilungu,,lilunga,ingcenye,,elemente,karolo,karolo,tshipiḓa,xiphemu,,incenye,,,,,karolo,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00289,elevation,opheffing,ukunyusa,ukuphakamisa,ukunyusa,,kuphakamisa,ukuphakama,ukuphakamisa,tsholetso,phagamiša,phahamiso,u takula,ntlakuso,elevasie,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00290,emaSwati,Swazi,amaSwazi,amaSwazi,,,Emaswati,amaSwazi,,Maswati,emaSwati,Maswatsi,Maswazi,Maswazi,,,Maswati,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00291,embarrass,in die verleentheid bring,ukuphoxa,ukuhlaza,ukuphoxisa,ukumenya,phoca,-phathisa iinhloni,-lulaza,swabisa,-swabiša,-tlotlolla,shonisa,nyumisa,verleë maak,,,,-poula,,tlontlolola,,,,,,-swabisa,,,,,,,,,,,,,,,,
dsac_lif_00292,emergency,noodgeval,isimo esiphuthumayo,ungxamiseko,,,simo lesiphutfumako,ubujamo oburhabekileko,ukurhaba,tshoganyetso,tšhoganetšo,tshohanyetso,-shishi,swa xihatla,noodsituasie,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00293,emotion,emosie,umuzwa,uvakalelo,,,liphukuphuku,imizwa,amazizo,maikutlo,maikutlo,maikutlo,nyanyuwo,ntlhaveko,,,u nyanyuwa,,,,,nyanyuko,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00294,emotional violence,emosionele geweld,ukuhlukumezeka ngokwemizwa,iingcwangu,,,kulimala emoyeni,ukuhlukumezeka emmoyeni,,ntwamaikutlo,tlhokofatšo ya maikutlo,ntwa ya maikutlo,vuvu,nxaniso wa moya,,kuhlukumeteka emoyeni,,,,ukuhlukumezeka emoyeni,,,,,,,qhobeshano ya maikutlo,,,,,,,,,,,,,,,,
dsac_lif_00295,empathise,empatie hê,ukwembatha usizi lomunye,velana,,,velana,-zwela ngokwenza,-rhawukela ngokwenza,naganela,-šokela,-nahanela,-pfela,twelavusiwana,empatie betoon,,,,-kwela bohloko,,kutlwelelano,,,,,,,,,,,lelammogo,,,,,,,,,,,
dsac_lif_00296,empathy,empatie,imbathalusizi,uvelwano,,,kuvelana,ukuzwela ngokwenza,ukurhawukela ngokwenza,kutlwelobotlhoko,kwelobohloko,kutlwelo,u pfela vhuṱungu,ntwelavusiwana,,luvelo,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00297,employ,in diens neem,qasha,qesha,,,casha,-qatjha,,thapa,-thwala,-hira,thola,thola,werk gee,,,,,,,,,,,,-thola,,,,,,,,,,,,,,,,
dsac_lif_00298,employment,indiensneming,ukuqashwa,ingqesho,umsebenzi,,umsebenti,umsebenzi,,tiro,mošomo,mosebetsi,mushumo,ntirho,werk,litoho,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00299,encouragement,aanmoediging,ukukhuthaza,inkuthazo,,,kukhutsata,ukukhuthaza,ukugcugcuzela,kgothatso,tlhohleletšo,kgothatso,ṱhuṱhuwedzo,nhlohlotelo,,kugcugcutela,,,,,thotloetso,nkhutazo,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00300,energy snack,energiehappie,isibambimoya esinomfutho,isidlwana sokubambisa,isinekhi,,siphungandlala semandla,isiphungandlala samandla,,sejonnyekotla,dijo tša mabosabosana,dijo tsa matla,tshidyangudyangu tshi ṋeamafulufulu,swidyanadyanani swo nyika matimba,,sitibandlala semandla,,,,,,xibamarha,xisekelo,,,,dijo tsa eneji,,,,,,,,,,,,,,,,
dsac_lif_00301,enforce,afdwing,ukuphoqelela,nyanzela,,,phocelela,-enzisa,,gatelela,-tiiša,-qobella,kombetshedza,sindzisa,,phoca,,,,,diragatsa,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00302,eng,Engels,isiNgisi,isiNgesi,isiLungu,,Singisi,isiNgisi,,Sejatlhapi,Sekgowa,Senyesemane,Tshiisimane,Xinghezi,,,Tshikhuwa,,Sekgowa,,Seesimane,,,,,,,,,,,Sekgowa,,,,,,,,,,,
dsac_lif_00303,entertainment,vermaak,okokunandisa,ulonwabo,,,kunandzisa,kokujabulisa,kokuthabisa,boitumediso,boithabišo,boithabiso,vhummutuvhu,xihungasi,,kutijabulisa,,,,,,,,,,kucitsa situnge,,,,,,,,,,,,,,,,,
dsac_lif_00304,entrepreneur,entrepreneur,umsungulimabhizinisi,usomashishini,umrhwebi,,somabhizinisi,usomabhizinisi,,mogwebi,setsebakgwebo,moqalakgwebo,mubindudzi,n'wamabindzu,ondernemer,,ramabindu,,,,,,,,,,mohwebi ya thutuhang,,,,,,,,,,,,,,,,
dsac_lif_00305,environmental problem,omgewingsprobleem,inkinga yesimondawo,ingxaki kokusingqongileyo,,,inkinga yesimondzawo,umraro wezebhoduluko,,bothata jwa tikologo,bothata bja tikologo,bothata ba tikoloho,thaidzo ya mupo,xiphiqo xa mbangu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00306,equality,gelykheid,ukulingana,ukulingana,ulingano,umakulingwane,kulingana,ukulingana,,tekatekano,tekatekano,tekano,ndinganyelo,ndzingano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00307,essential,noodsaaklikheid,okubalulekile,isidingo,imfuneko ephambili,,lokumcoka,isekelopilo,,botlhokwa,sehlokwa,tlhoko,ṱhoḓea,xilaveko,vereiste,lokubalulekile,ndeme,,,,,,,,,lokudzingekile,,,,,,,,,,,,,,,,,
dsac_lif_00308,eternal,ewig,okuyingunaphakade,unaphakade,,,lingunaphakadze,-ngakhawuliko,-siphelani,bosakhutleng,-ya go ile,-molebe,-sa fheli,-nga heriki,ewigdurend,,-sa gumi,-ngapheliko,-ka go sa felego,ingolokodela,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00309,Europe,Europa,i-Europe,iYurophu,,,iYurophu,iYurophu,,Yuropa,Europe,Yuropa,Yuropa,Yuropo,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00310,evacuate,ontruim,ukubalekisa,ukuhlangula,ukususa,ukukhupha,tfutsa,-balekisa,-tjhidisa,fudusa,-huduša,-suthisa,phulusa,balekisa,,susa,,,,,,,,,,khipha,,,,,,,,,,,,,,,,,
dsac_lif_00311,evaluate,evalueer,ukuhlola,hlola,vavanya,,hlola,-linganisa,,lekola,-lekola,-hlahloba,u ela ndeme,ku pima nkoka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00312,evict,uitsit,ukuxosha,gxotha,khupha,,cosha,-qotjha,,koba,-raka,-leleka,pandela,hlongola,,,thatha,,,,leleka,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00313,evidence,bewys,obufakazi,ubungqina,,,bufakazi,obufakazi,,bopaki,bohlatse,bopaki,vhuṱanzi,vumbhoni,bewysstuk,lizibithi,,,,,,,,getuienis,,,,,,,,,,,,,,,,,,,
dsac_lif_00314,excellent,voortreflik,okuhle kakhulu,gqwesileyo,balaseleyo,,-hle kakhulu,-hle khulukhulu,,matsetseleko,-botswerere,-kgabane,vhuḓivhuḓi,kahlengopfu,uitstekend,-secophelweni lelisetulu,,,,,manontlhotlho,nenengopfu,,puik,,,,,,,,,,,,,,,,,,,
dsac_lif_00315,excite,opgewonde maak,ukujabulisa,chulumancisa,nika umdla,gcobisa,jabulisa,-jekezelisa,-thabisa,itumedisa,-thabiša,-thabisa,nyanyula,nyanyula,,tfokotisa,,,-kgahliša,,tsikitla,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00316,exercise <n.>,oefening,ukuzivocavoca,umthambo,ukuzivonyavonya,ukuzilolonga,kutivocavoca,ithabululomzimba,,katisa,boitšhidullo,tlhakiso,nyonyoloso,vutiolori,,,,,,,ikwetliso,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00317,exercise <v.>,oefen,ukuzivocavoca,thamba,vonyavonya,lolonga,tivocavoce,-thabulula umzimba,,ikwetlisa,-itšhidulla,-hlakisa,ḓionyolosa,tiolola,,,,,,,itshidila,,,,,,,,,,,ikatisa,,,,,,,,,,,
dsac_lif_00318,existence,bestaan,ubukhona,ubukho,ukuphila,,kuba khona,ukuba khona,,nna teng,go ba gona,ho ba teng,vhuvhahone,ku hanya,,,,,,,,vukona,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00319,expectation,verwagting,okulindelekile,okulindelekileyo,umnqweno,,lokulindzelwe,okulindelweko,,tsholofelo,tetelo,tebello,ndavhelelo,nangutelo,,lokucatjangwako,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00320,expedition,ekspedisie,ukuphuma umkhankaso,ukuphuma iphulo,ukuphuma ingqina,,kuphuma umkhankhaso,ikhambo ngehloso ethileko,,letsholo,lesolo,letsholo,fulo,rendzo,,,,,,,,pfhumba,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00321,expel,skors,ukuxosha,gxotha,,,cosha,-qotha,,koba,-raka,-leleka,thatha,hlongola,uitskop,,pandela,,,,belesetsa,,,,,,,,,,,,,shakulisa,,,,,,,,,
dsac_lif_00322,expensive,duur,okubizayo,duru,bizayo,xabisa kakhulu,-bitako,-bizako,-durako,tlhotlhwagodimo,-tura,-bitsang,ḓura,durha,,-mba ecolo,,,,,tura,,,,,-dulako,-turang,,,,,,,,,,,,,,,,
dsac_lif_00323,experience,ondervinding,ulwazi onalo,amava,,,sipiliyoni,ilemuko,ilimuko,maitemogelo,boitemogelo,boiphihlelo,tshenzhemo,ntokoto,ervaring,lwatinchanti,tshenzhelo,,,isipiliyoni,,,,,,lwati,,,,,,,,,,,,,,,,,
dsac_lif_00324,expert,deskundige,ungoti,ingcali,ingcaphephe,incutshe,sati,usiyazi,isazi,moitseanape,setsebi,setsebi,muḓivhi,mutokoti,kenner,ingcweti,,,,ingcweti,setswerere,,,gesaghebbende,,liciko,,,,,,mankge,,,,,,,,,,,
dsac_lif_00325,exploit,uitbuit,ukuxhaphaza,ukuxhaphaza,ukuqhatha,,chaphata,-caphaza,,-ja ntsoma,-dirišampe,-qhekella,shengedza,tirhisa hi ndlela yo biha,eksploiteer,sebentisa kabi,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00326,export <n.> <often referred to in the plural form as exports> {economy},uitvoerproduk,izimpahla ezithengiselwa amanye amazwe,imveliso ethengiswa ngaphandle,,,umkhicito lotfunyelwako,ipahla ephumako,,diromelwantle,seromelwantle,diromelwantle,tshivhambadzelwannḓa,swixaviselamambe,uitvoerartikel,kweluhwebo lokutfunyelwako,,,,,,,,uitvoeritem,,,,,,,,,,,,,,,,,,,
dsac_lif_00327,express,uitdruk,ukuzwakalisa,ukuzityanda igila,ukuvakalisa,,khuluma,-khuluma,-veza amazizo,thadisa,-tšweletša,-utlwahatsa,bvukulula,hlamusela,,bekha umbono,,-zwakalisa,-hlagiša,,tlhagisa,humesela erivaleni,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00328,extract <n.> {passage from writing},uittreksel,isicashunwa,isicatshulwa,umhlathana,,sicashunwa,umdzubhulo,,nopolo,setsopolwa,qotso,tshitopolwa,ntsavulo,gedeelte,,,,,okucashuniwe,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00329,extract <n.> {substance},ekstrak,okumunciwe,incindi,,,lokukhanyiwe,isithako,,nopolo,sejosetšwasemeleng,semonyollwa,tshibviswa,xitsavuriwa,aftreksel,lokukhishiwe,,,sehlaresetšwasemeleng,,,,,essens,,,,,,,,,,,,,,,,,,,
dsac_lif_00330,eyesight,gesig,ukubona,ukubona,,,kubona,ukubona,,pono,pono,pono,luvhonela,ku vona,sig,,,,,,,,,visie,,,,,,,,,,,,,,,,,,,
dsac_lif_00331,facial expression,gesigsuitdrukking,inkulumobuso,imbonakalo yobuso,,,simo sebuso,ukukhuluma ngamehlo,ukukhuluma ngobuso,ponagalosefatlhego,ponagalo ya sefahlego,puisano ka sefahleho,mbonalo ya tshifhaṱuwo,mbonakalo wa xikandza,,,,,,,,mbonakalo wa nghohe,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00332,facilitator,fasiliteerder,umlawuli,umbhexeshi,umququzeleli,injoli,umchubi,umenzilula,umkghonakalisi,motataisi,monolofatši,motataisi,mutshimbidzi,mufambisi,,umentilula,,umphumelelisi,,,,,,,,umelekeleli,monolofatsi,,,,,,,,,,,,,,,,
dsac_lif_00333,facility,fasiliteit,izinsizakusebenza,isincedisi-kusebenza,isilungiselelo,ifasilithi,insita,isenzabulula,isikghonakalisi,sediriswa,sedirišwa,sesebediswa,tshileludzi,xitirhisiwa,geriewe,,,isiphumelelisi,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00334,factory worker,fabriekswerker,isisebenzi sasembonini,umsebenzi kumzi-mveliso,,,umsebenti wasembonini,isisebenzi sefemu,isisebenzi sefekthri,modirafaboriking,mošomi wa faporiki,mosebetsi wa femeng,mushumi wa ḽimagani,mutirhi wa le femeni,,sisebenti sasembonini,mushumi wa femeni,,mošomi wa feme,umsebenzi wasembonini,,,,,,,,,,,,,,mushumi wa fekiṱhiri,,,,,,,,,
dsac_lif_00335,failure,mislukking,ukwahluleka,ukungaphumeleli,ukusilela,,kwehluleka,ukungaphumeleli,ukubhalelwa,palelo,palelo,ho hloleha,u kundelwa,ku tsandzeka,,,,ukuhluleka,,,thetelelo,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00336,faith,geloof,ukholo,ukholo,inkolo,,inkholo,ikolo,ukukholwa,tumelo,tumelo,tumelo,lutendo,ripfumelo,,kukholwa,fulufhelo,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00337,faithful,getrou,ukwethembeka,thembekileyo,nyanisekileyo,,tsembekile,-thembekako,,ikanyega,-tshepegago,-tshepahala,fulufhedzea,-tshembeka,trou,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00338,false scorpion,valsskerpioen,isingafezela,usinga-nomadudwane,,,fecelambumbulu,isingaphephenu,,sekaphepheng,sekaphepheng,sekaphepheng,phamemafanedza,xipamehava,boekskerpioen,,,,,ufezela mbumbulu,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00339,falter,aarsel,ukudikibala,ukugevezela,,,yendza,-phelelwa mamandla,-bhalelwako,felelwa,-nolega mooko,-fellwa,fhela maanḓa,ku heleriwa hi matimba,huiwer,dzayitela,,,-ngenega,,,,,weifel,,,,,,,,,,,,,,,,,,,
dsac_lif_00340,Family Day,Gesinsdag,Usuku Lomndeni,uSuku loSapho,,,Lilanga Lemndeni,iLanga lomNdeni,,Letsatsi la ba Lelapa,Letšatši la Lapa,Letsatsi la Lelapa,Ḓuvha ḽa Miṱa,Siku ra Mindyangu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00341,famine,hongersnood,indlala,indlala enkulu,imbalela enkulu,,indlala,indlala,,leuba,tšhitego,sekoboto,nḓala,dyandza,verhongering,,,,,,lešekere,,,,,,,,,,starvation,tlala,,,,,,,,,,,
dsac_lif_00342,famous,beroemd,ukuduma,-dumileyo,-aziwayo,,-dvumile,-azekako,-dumileko,itsege,-tumilego,tuma,-ḓivheaho,-tiveka,bekend,-atiwa,-bvumaho,,,,tumile,-duma,,befaamd,,,,,,,,,,,,,,,,,,,
dsac_lif_00343,farming community,boeregemeenskap,umphakathi olimayo,uluntu oluphila ngolimo,amafama,,ummango webalimi,umphakathi olimako,nofuyako,balemirui,setšhaba sa balemi,balemi,vhulimivhufuwi ha vhapo,muganga lowu rimaka kumbe ku fuwa,landbougemeenskap,ummango lolimako,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00344,father,vader,ubaba,utata,ubawo,,babe,ubaba,,rre,tate,ntate,khotsi,tatana,pa,,,,,,ntate,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00345,fatherhood,vaderskap,ububaba,ubutata,,,bubabe,ububaba,,bontate,botate,bontate,u vha khotsi,vutatana,pa-skap,,,,,,borre,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00346,favour,guns,isihle,umsa,inceba,,umusa,umusa,,molemo,mogau,molemo,vhuthu,tintswalo,,,,,,usizo,tshiamelo,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00347,fear,vrees,ukwesaba,uloyiko,idyudyu,uvalo,kwesaba,ivalo,ukwesaba,poifo,poifo,tshabo,nyofho,nchavo,angs,kwetfuka,,,letšhogo,,tshabo,,,,,luvalo,,,,,,letshogo,,,,,,,,,,,
dsac_lif_00348,fee,-geld,imali,umrhumo,intlawulo,,inkhokhelo,imbadalo,ikokhelo,tuelo,tefelo,tefo,mbadelo,hakelo,,imbadalo,mutendelo,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00349,feeding scheme,voedingskema,uhlelo lokunikezela ngokudla,inkqubo yokondla,,,luhlelo lwekuphakela kudla,ihlelo lokuphakisa ukudla,,thulaganyophepo,lenaneophepo,lenanephepo,tshikimu tsha u ṋetshedza zwiḽiwa,xikimi xa mphamelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00350,feeling,gevoel,umuzwa,uvakalelo,imizwa,,luvo,imizwa,,maikutlo,maikutlo,maikutlo,vhuḓipfi,matitwelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00351,fence,heining,uthango,uthango,ubiyo,,lutsango,ithango,ifensi,legora,legora,lekgwakgwa,luhura,fenisi,omheining,umncele,,,,,,,,,,daladi,fense,,,,,,,,,,,umnyele,,,,,
dsac_lif_00352,festival,fees,umgidi,umbhiyozo,ifestivali,umsitho,sibhimbi,ifestivali,,moletlo,fesetibale,mokete,vhuṱambo,fesitivhali,,umcimbi,tshimima,,,ifestivali,,,,,,,,,umnyhadala,,,,,festhivaḽa,,bepha,,,,,,,
dsac_lif_00353,field event,veldnommer,imidlalo yasenkundleni,umdlalo weathletiki,umdlalo wokujula waphakathi ebaleni,,umdlalo wasenkhundleni,umdlalo wangaphandle,,motshamekobala,dithaloko tša ka lepalelong,papadi ya lebaleng,mutambo wa luvhanḓeni,ntlangu wa le rivaleni,velditem,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00354,fight <n.>,geveg,ukulwa,umlo,,,kulwa,ukulwa,,ntwa,ntwa,ntwa,nndwa,ku lwa,bakleiery,imphi,,,,impi,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00355,finger puppet,vingerpop,unopopi wesandla,unopopi wesandla,unodoli wesandla,iphaphethi yesandla,longekleni wemunwe,iphaphethi yomuno,,mpoposetshosa,popae ya monwana,popaye ya monwana,phaphethe ya munwe,phaphete ya rintiho,vingermarionet,,,,,,,,,,,,phapete ya monwana,,,,,,,,,,,,,,,,
dsac_lif_00356,finish line,wenstreep,intambo,entanjeni,,,entsanjeni,umuda wokuphetha,umuda wokugcina,molapheletso,molaphenyo,mola wa tlholo,mutalo wa u fhedza,ntambhu yo heta,eindstreep,,mutalo wa magumo,umuda wokuphela,,,molaphenyo,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00357,firecracker,klapper,isiqhumamlidlwana,ikhrikhethi,,,sichumane,ikherekede,ikerekere,khirikete,khirikhete,tlelabore,khirikhethe,khirikhete,,likhilikithi,,,,ikhrikhethi,tlelabore,,,,,,krikete,,,,,,,,,,,,,,,,
dsac_lif_00358,first-aid kit,noodhulpkissie,ibhokisi losizo lokuqala,ibhokisi yezixhobo zoncedo lokuqala,,,libhokisi lelusitonchanti,ibhokisi lesizo lokuthoma,isikhwama sesizo lokuthoma,lebokosothusopotlako,mokotla wa thušo ya pele,lebokoso la thuso ya pele,tshifaredzi tsha thusothanzi,xibokisana xa xilamulelamhangu,eerstehulpkissie,sikhwama selusitonchanti,tshifaredzi tsha thusothangi,,lepokisi la thušo ya pele,isikhwama sosizo lokuqala,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00359,fitness,fiksheid,ubuqabavu,ukuphila qethe,ukuba sempilweni,ukungabikwa hlaba,kuba ngumcemane,ukuphila kuhle emzimbeni,ukuphila emzimbeni,itekanelo,boitekanelo,ho shahla,muvhili wo linganelaho,vutiyi,,kuphila saka,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsac_lif_00360,flavourant,geurmiddel,isinongo,isinongo,isiqholo,,sitsako,isinungo,,setatsi,sefetolatatso,senatefisi,tshiḓifhisi,xinandzihisi,smaakmiddel,sinongo,,,,,sefetolatatso,xiengetelanantswo,,,,,,,,,,,,,,,,,,,,,
