id,eng__001,eng__002,eng__003,eng__004,eng__005,eng__006,eng__007,eng__008,afr__001,afr__002,afr__003,afr__004,afr__005,afr__006,zul__001,zul__002,zul__003,zul__004,zul__005,xho__001,xho__002,xho__003,xho__004,xho__005,xho__006,xho__007,xho__008,ssw__001,ssw__002,ssw__003,ssw__004,ssw__005,nde__001,nde__002,nde__003,nde__004,tsn__001,tsn__002,tsn__003,tsn__004,tsn__005,tsn__006,nso__001,nso__002,nso__003,nso__004,nso__005,nso__006,sot__001,sot__002,sot__003,sot__004,sot__005,sot__006,sot__007,ven__001,ven__002,ven__003,ven__004,ven__005,ven__006,ven__007,ven__008,ven__009,tso__001,tso__002,tso__003,tso__004
dsac_multi_hiv_00143,discharge n.,,,,,,,,afskeiding,,,,,,amabegolo,umjuzo,,,,incindi yomzimba,ukuvuza kwencindi yomzimba ngenxa yosuleleko,,,,,,,kuchecha,,,,,ukuvuza <Euphemism>,,,,lebusa,tswenatsweno,,,,,kelelo ya diela tšeo di itšego tša mmele,,,,,,lero le tswang dithong tsa bong,,,,,,,tshiluḓibviswa,,,,,,,,,mpfuto,,,
dsac_multi_hiv_00144,discordant couple,,,,,,,,diskordante paartjie,,,,,,abathandanayo omunye ephila negciwane,,,,,abathandanayo apho omnye ephila nentsholongwane kagawulayo,,,,,,,,labashadile lomunye aphila neligciwane njengelengculazi lomunye angenalo,labatsandzanako lomunye aphila neligciwane njengelengculazi lomunye angenalo,,,,iinthandani omunye anomulwana,,,,baratanitshwanonologo,,,,,,balekane bao yo motee a nago le phetetšo,,,,,,baratani bao e mong wa bona a nang le tshwaetso,,,,,,,vhafunani phambanywa nga vhulwadzedzekana,,,,,,,,,vatekani va swiyimo swa rihanyo swo hambana,,,
dsac_multi_hiv_00145,discordant results,,,,,,,,nie-ooreenstemmende uitslae,,,,,,imiphumela ephikisanayo,,,,,iziphumo eziphikisanayo,,,,,,,,imiphumela lephambanako,imiphumela lephikisanako,,,,imiphumela engafaniko,,,,dipholotshwanologo,,,,,,dipoelo tša go se swane tša diteko,,,,,,diphetho tse fapaneng,,,,,,,mvelelophambana,,,,,,,,,mimbuyelo ya swiyimo swa rihanyo swo hambana,,,
dsac_multi_hiv_00146,discriminate,,,,,,,,diskrimineer,,,,,,-bandlulula,-cwasa,,,,ukucalu-calula,,,,,,,,bandlulula,,,,,-khetha,-bandlulula,,,tlhaola,tlhopholola,kgetholola,,,,kgetholla,,,,,,-kgetholla,,,,,,,ṱalula,khethulula,,,,,,,,-hlawula,,,
dsac_multi_hiv_00147,discrimination,,,,,,,,diskriminasie,,,,,,ukubandlulula,ukucwasa,,,,ucalu-calulo,,,,,,,,kubandlulula,,,,,ukukhetha,ukubandlulula,,,tlhophololo,tlhaolele,kgethololo,,,,kgethollo,,,,,,kgethollo,,,,,,,khethululo,tshiṱalula,,,,,,,,xihlawuhlawu,,,
dsac_multi_hiv_00148,disease,,,,,,,,siekte,,,,,,isifo,ukufa,,,,isifo,,,,,,,,sifo,,,,,ubulwele,isifo,,,bolwetse,,,,,,bolwetši,,,,,,lefu,bohloko,bobabi,,,,,vhulwadze,,,,,,,,,vuvabyi,,,
dsac_multi_hiv_00149,doctor,,,,,,,,dokter,mediese dokter,geneesheer,,,,udokotela,,,,,ugqirha,,,,,,,,dokotela,,,,,udorhodera,,,,ngaka,,,,,,ngaka,,,,,,ngaka,,,,,,,ṅanga,maine,dokotela,,,,,,,dokodela,n’anga,,
dsac_multi_hiv_00150,donate blood,,,,,,,,bloed skenk,,,,,,-nikela ngegazi,,,,,nikezela ngegazi,,,,,,,,nikela ngengati,,,,,-phisana ngeengazi,,,,aba madi,,,,,,aba madi,,,,,,-fana ka madi,,,,,,,u ṋea malofha,u ṋetshedza malofha,,,,,,,,nyikela ngati,,,
dsac_multi_hiv_00151,dosage,,,,,,,,dosering,,,,,,isilinganiso somuthi wokwelapha,,,,,umlinganiselo,,,,,,,,silinganisomutsi,litsamo lemutsi,,,,umthamosilinganiso,,,,selekano,,,,,,tekanyetšo ya sehlare,,,,,,tekanyetso ya moriana,,,,,,,mushongaphiṅwa,,,,,,,,,mpimo wa murhi,,,
dsac_multi_hiv_00152,dose n.,,,,,,,,dosis,,,,,,isilinganisonani somuthi,,,,,umlinganiselo,,,,,,,,silinganisomutsi,litsamo lemutsi,,,,isilinganiso,,,,selekano,,,,,,sehlare seo se lekanego,,,,,,tekanyo,,,,,,,phimo,,,,,,,,,mpimo wa murhi,,,
dsac_multi_hiv_00153,DOTS <Acronym>,,,,,,,,DOTS-program <akroniem afkomstig van Directly Observed Therapy, Short Course>,,,,,,uhlelo lokwelashwa uqashelwe,i-DOTS,,,,indlela yokubona ukusebenza konyango,i-DOTS,,,,,,,i-DOTS,indlela yekucinisekisa kunatfwa kwemitsi,,,,i-DOTS,isifundo sokwelapha ngokubeka ilihlo bunqopha,,,kelotlhokokalafo,togamaanokalafo,,,,,tšhetšothwii ya moalafša,DOTS,,,,,DOTS,kalafo ya lefuba e tlasa tlhokomelo,,,,,,KHOPFUDZITSWI,khosopfufhi ya dzilafhotswii,,,,,,,,NMVR,Nandzelelo wa Matshungulelo ya Vuvabyi bya Rifu,,
dsac_multi_hiv_00154,drug n.,,,,,,,,dwelmmiddel,dwelm,,,,,isidakamizwa,,,,,isiyobisi,,,,,,,,sidzakamiva,,,,,isidakamizwa,isidaki,,,seokobatsi,seritibatsi,,,,,seokobatši,,,,,,sethethefatsi,,,,,,,ḓiraga,tshidzidzivhadzi,,,,,,,,xidzidziharisi,,,
dsac_multi_hiv_00155,drug n. (medicine),,,,,,,,geneesmiddel,medisyne,medikasie,,,,isidakamizwa,ikhambi,umshanguzo,,,ichiza,,,,,,,,umutsi,likhambi,sidzakamiva lesimiselwe,,,isihlahla,umtjhoga,,,molemmo,setlhare,,,,,sehlare,,,,,,setlhare,moriana,,,,,,mushonga,,,,,,,,,murhi,,,
dsac_multi_hiv_00156,drug addict,,,,,,,,dwelmslaaf,dwelmverslaafde,,,,,ihuhwa lezidakamizwa,isigqila sezidakamizwa,,,,umntu orhumrhekileyo kwiziyobisi,ikhoboka leziyobisi,,,,,,,sigcili setidzakamiva,,,,,ikhobongo leendakamizwa,ikghoba leendakamizwa,,,lekgoba la diritibatsi,motshwakgogi wa diritibatsi,,,,,lekgoba la diokobatši,molemadi,,,,,lekgoba la dithethefatsi,,,,,,,phuli ya zwidzidzivhadzi,,,,,,,,,hlonga ra swidzidziharisi,,,
dsac_multi_hiv_00157,drug addiction,,,,,,,,dwelmverslawing,,,,,,ukuhuheka ezidakamizweni,ukuhuheka kuzidakamizwa,,,,ukurhumrheka ziziyobisi,ubukhoboka beziyobisi,,,,,,,kugcilatwa tidzakamiva,,,,,ukukhobongeleka eendakamizweni,ukukghobokeleka eendakamizweni,,,bokgoba jwa diritibatsi,,,,,,bokgoba bja diokobatši,,,,,,bokgoba ba dithethefatsi,,,,,,,vhupuli ha zwidzidzivhadzi,,,,,,,,,vuhlonga bya swidzidziharisi,,,
dsac_multi_hiv_00158,drug interaction,,,,,,,,middelinteraksie,geneesmiddelinteraksie,medisyne-interaksie,,,,ukuxabana kwezidakamizwa noma kwemithi,ukungazweli kwemithi,,,,ukukhabana kwamachiza,ukwalana kwamachiza,,,,,,,kulwisana kwemitsi,kulwisana kwetidzakamiva,,,,ukurhagana kwemitjhoga,ukunyefisana kweenhlahla,,,tirisanomelemo,,,,,,thulano ya diokobatši goba dihlare,tšhitišano ya diokobatši goba dihlare,,,,,twantshano ya meriana,,,,,,,tshumisano ya mishonga,,,,,,,,,lwisano wa mirhi,,,
dsac_multi_hiv_00159,drug resistance,,,,,,,,middelweerstandigheid,geneesmiddelweerstandigheid,medisyneweerstandigheid,,,,ukungazweli kwemithi,ukungazweli kwemishanguzo,,,,ukuqhelana komzimba neyeza,ukungevi komzimba iyeza,ukunganyangeki komzimba liyeza,ukungasebenzi kweyeza emzimbeni,,,,,kugwanya emitsini,,,,,ukubhalelimithi,ukubhaleliinhlahla,,,tshitamelemo,kemelanomelemo,,,,,go palelwa ga diokobatši go fodiša bolwetši bjoo ka tlwaelo bo folago,tšhitadiokobatši,,,,,ho se sebetse ha meriana mmeleng,,,,,,,vhutilamishonga,vhurindilamushonga,,,,,,,,nsihalalo wa vutshunguri,,,
dsac_multi_hiv_00160,drug therapy,,,,,,,,geneesmiddelterapie,medisyneterapie,,,,,ukwelapha ngemithi,ukwelapha ngemishanguzo,,,,ukunyanga ngamachiza,,,,,,,,kwelapha ngemitsi,,,,,ukwelapha ngemitjhoga,ukwelapha ngeenhlahla,,,kalafo ka diritibatsi,kalafo ka melemo,,,,,kalafo ka diokobatši,kalafo ka dihlare,,,,,kalafo ka meriana,,,,,,,dzilafho nga mushonga,,,,,,,,,matshungulelo hi murhi,,,
dsac_multi_hiv_00161,drug trial (clinical trial),,,,,,,,medisyneproef,,,,,,ukuhlola ukusebenza kwemishanguzo,ucwaningo lokusebenza kwemithi,ucwaningo lokusebenza kwemishanguzo,,,uvavanyo lwamachiza,,,,,,,,luhlolo lwemutsi,lucwaningo lwemutsi,kulinga umutsi,,,ukulingelelwa kwemitjhoga,ukulingelelwa kweenhlahla,,,tekelelomelemo,,,,,,tekonyakišišo ya diokobatši,,,,,,teko ya tshebetso ya meriana,,,,,,,ndingamushonga,,,,,,,,,ndzingeto wa murhi,,,
dsac_multi_hiv_00162,dry sex,,,,,,,,droë-seks,,,,,,ukomisa ingquthu,ukomisa inhlunu,ukuqoqa ingquthu,ukuqoqa inhlunu,,ukomisa ubufazi,ukwabelana ngesondo okomileyo,ukwabelana ngesondo ilungu lobufazi lomisiwe,ukulalana ilungu lobufazi lomisiwe,,,,,kulalana lokukhwashile,,,,,ilalano elomileko,,,,thobalanoomileng,nyokanoomileng,,,,,boikomišo bja setho sa bosadi pele ga thobalano,,,,,,motabo o ommeng,thobalano e ommeng,,,,,,vhudzekani ho omelwaho,,,,,,,,,vuomisaxirhoxisati,,,
dsac_multi_hiv_00163,ELISA (Acronym),,,,,,,,ELISA,ensiemgekoppelde immunosorbeerbepaling,ensiemgekoppelde immuunsorberende essai,,,,uhlobo lokuhlolela igciwane lesandulelangculazi,i-ELISA,,,,uvavanyo lwentsholongwane kagawulayo,i-ELISA,,,,,,,i-ELISA,luhlolongati lweligciwane lwesandvulelangculazi,,,,i-ELISA,,,,tekelelo ya lebolelamading,ELISA,tekelelomadi ya HIV,,,,ELISA,,,,,,teko ya ELISA,,,,,,,ELISA,,,,,,,,,ELISA,kambela wa XIMPASA,,
dsac_multi_hiv_00164,epidemic n. (see also pandemic),,,,,,,,epidemie,,,,,,ubhubhane,umashayabhuqe wesifo,,,,ubhubhane,umbulala-zwe,,,,,,,lubhubhane,,,,,umrhayilani,unorhatjhekile,,,segajaja,leroborobo,,,,,leuba,,,,,,sewa,,,,,,,ephidemiki,,,,,,,,,ntungu,,,
dsac_multi_hiv_00165,ethical standard (often plural),,,,,,,,etiese standaard,,,,,,umgomo owamukelekile wokuziphatha,umgomo omisiwe wokuziphatha,,,,umgaqo wokuziphatha,,,,,,,,umgomo wekutiphatsa,,,,,ikomba yokuziphatha,,,,seemoboitshwaro,setho,,,,,maemo a setho,maemo ao a amogelegago,,,,,motheo wa boitshwaro,,,,,,,phimo ya maitelendavhelelwa,,,,,,,,,mikhuva yo amukeleka,,,
dsac_multi_hiv_00166,ethics,,,,,,,,etiek,,,,,,inkambo,indlela yokuziphatha eyamukelekile,indlela yokuziphatha emisiwe,,,indlela yokuziphatha,,,,,,,,indlelakutiphatsa lemisiwe,,,,,umukghwa wokuziphatha kuhle,,,,botho,setho,boitshwaro,,,,setho,maitshwaro ao a amogelegago,,,,,metheo ya boitshwaro,,,,,,,maitelendavhelelwa,,,,,,,,,mikhuva,,,
dsac_multi_hiv_00167,excrete,,,,,,,,uitskei,,,,,,-inya,-bhosha,-zikhulule,,,zithume,,,,,,,,khipha lokungasadzingeki emtimbeni,,,,,-nya,-bhabha,-kaka,,itlhoma,nnyela,-nya,tlhaphologa,itlhoma,ithoma,go ntšhetša ditšhila tša mmele ntle,,,,,,-ithusa,-ithoma,-nyela,,,,,u bvisa malaṱwa,nya,,,,,,,,baba,gija,-nya,
dsac_multi_hiv_00168,expiry date,,,,,,,,vervaldatum,,,,,,usuku lokuphela kwesikhathi,,,,,umhla wokuphelelwa lixesha,,,,,,,,lusuku lwekuphupha,lusuku lwekuphelelwa bungibo,,,,ilanga lokuphelelwa sikhathi,,,,letlhakhutlo,letlhaphelelo,,,,,letšatšikgwedi la pheletšo,letšatši la mafelelo,,,,,nako ya ho fella ha tshebediso,,,,,,,ḓuvha ḽa u fhirelwa,ḓuvha ḽa u guma,,,,,,,,siku ro hundzeriwa hi nkarhi,,,
dsac_multi_hiv_00169,expressed breast milk,,,,,,,,uitgemelkte borsmelk,,,,,,ubisi lwebele olukhanyiwe,,,,,ubisi lwebele olukhanyiweyo,,,,,,,,lubisi lwelibele lolusengiwe,,,,,umkghatho okghanyiweko,,,,mekgato e e gamilweng,,,,,,matutugamolwa,mekgatogamolwa,,,,,lebese le hanngweng letsweleng,,,,,,,mikandohamulelwa,,,,,,,,,mafi yo kamiwa,,,
dsac_multi_hiv_00170,extrapulmonary tuberculosis,extrapulmonary TB,,,,,,,ekstrapulmonêre tuberkulose,ekstrapulmonêre TB,,,,,ufuba olungahlaseli amaphaphu,i-TB engahlaseli amaphaphu,,,,isifo sephepha esingesosamiphunga,ithibhi engeyoyamiphunga,i-TB engeyoyamiphunga,,,,,,i-TB lehlasela letinye titfo temtimba ngaphandle kwemaphaphu,i-TB lengahlaseli emaphaphu,,,,i-TB yezinye izitho,,,,TB ya dirwe tse dingwe tsa mmele,,,,,,TB ya go se be mafahleng,,,,,,lefuba leo e seng la matshwafo,,,,,,,lufhiha lu si lwa mafhafhu,lufhiha lwa nga nnḓa ha mafhafhu,,,,,,,,rifuva ra miri,,,
dsac_multi_hiv_00171,faeces,feces <United States>,excrement,stool,,,,,ontlasting,stoelgang,,,,,indle,uthuvi,amasimba,,,ilindle,,,,,,,,emasimba,emangcoliso,emakaka,,,amakaka,udede,uthuvi,,masepa,mantle,,,,,mantle,makaka <Vulgar>,masepa <Vulgar>,mampho,,,mantle,masepa <Vulgar>,lethete,,,,,matzhimba <Vulgar>,malaṱwa,mamphu,,,,,,,mababa,mahuma <Euphemism>,macimba <Vulgar>,
dsac_multi_hiv_00172,failure to thrive {baby or child},,,,,,,,onvermoë om te floreer,,,,,,ukungakhuli,ukungasimami,ukunganonophali,,,ukunqaphela,ukudoda,ukundzatha,,,,,,kungakhuli njengalokulindzelekile,kumbasha,,,,-ridila,,,,huba,tlhokakgolo,,,,,go se gole gabotse,,,,,,ho se hole ka nepo,,,,,,,muṱono,khundelanyaluwo,,,,,,,,tsandzekokukula,,,
dsac_multi_hiv_00173,faithful relationship,,,,,,,,getroue verhouding,troue verhouding,,,,,ubudlelwane obuqotho,ubudlelwane obuthembekile,,,,ubudlelane obuthembekileyo,,,,,,,,kutsandzana lokunekwetsembana,,,,,ukuzwana ngokuthembeka,,,,thatanoikanyego,,,,,,kamano ya potego,kamano ya go tshepana,,,,,kamano e nang le botshepehi,,,,,,,vhushakafulufhedzea,,,,,,,,,vuxaka byo tshembeka,,,
dsac_multi_hiv_00174,fall in love,,,,,,,,verlief raak,,,,,,ukuba nomuzwa wothando,ukungena othandweni,,,,ukwa eluthandweni,,,,,,,,gana,ganwa,,,,-qoma,-thanda,,,rata,,,,,,go rata,,,,,,-ratana,,,,,,,u funa,,,,,,,,,ku rhandzana,,,
dsac_multi_hiv_00175,family food,,,,,,,,gesinskos,,,,,,ukudla kwasekhaya,ukudla komndeni,,,,ukutya kwasekhaya,,,,,,,,kudla kwasekhaya,kudla kwemndeni,,,,ukudla komndeni,,,,dijo tsa lelapa,,,,,,dijo tša lapa,,,,,,dijo tsa lelapa,,,,,,,zwiḽiwa zwa muṱa,,,,,,,,,swakudya swa ndyangu,,,
dsac_multi_hiv_00176,family planning,,,,,,,,gesinsbeplanning,,,,,,ukuhlela umndeni,,,,,ucwangciso-ntsapho,,,,,,,,luhlelomndeni,,,,,ukuhlelwa komndeni,,,,thulaganyopelegi,,,,,,peakanyo ya lapa,,,,,,thero ya malapa,,,,,,,vhuteamuṱa,,,,,,,,,nkunguhato,,,
dsac_multi_hiv_00177,fatigue,,,,,,,,vermoeidheid,uitputting,,,,,ukukhathala,ukubhocobala,,,,udino,ukudinwa,ukutyhafa,,,,,,kudzinwa,kukhatsala,,,,ukudinwa okweqileko,,,,letsapa,,,,,,lapa kudu,,,,,,mokgathala,,,,,,,maneto,,,,,,,,,nkarhalo,,,
dsac_multi_hiv_00178,fellatio,blow job <coarse slang>,,,,,,,fellasie,fellatio,orale seks met man,,,,ukuncela umthondo,ukukhotha umthondo,,,,ukukhothwa kobudoda ngolwimi,,,,,,,,inkhotsalubolo,ludlalisolubolo,ludlalisomphambili,,,ukumunya ubudoda,,,,mokonopolo,mokonontsutsu,,,,,boithabišo ka go latswa ntoto <Vulgar>,,,,,,ho momona ditho tsa botona,felashiyo,,,,,,muṋanzwo wa vhudzimu ha munna,,,,,,,,,felaxiyo,ku mama xirho xa xinuna,,
dsac_multi_hiv_00179,female circumcision,female genital mutilation,,,,,,,vrouebesnydenis,vrouebesnyding,vrouegeslagsdeel-skending,,,,ukusokwa kwabesifazane,,,,,ulwaluko lwamabhinqa,,,,,,,,kusokwa kwalomsikati,,,,,ukusika kwelinyana,,,,thupiso ya mosetsana,kgweriso ya mosetsana,,,,,lebollo la basadi,,,,,,lebollo la banana,,,,,,,u fumbisa vhasadzi,u sevhetha,,,,,,,,vukhomba,,,
dsac_multi_hiv_00180,female condom,Femidom <trade name>,,,,,,,vrouekondoom,Femidom <handelsnaam>,,,,,ikhondomu yabesifazane,,,,,ikhondom yamabhinqa,isingxobo sokwabelana ngesondo samabhinqa,isingxobo sokulalana samabhinqa,,,,,,ikhondomu yalabasikati,ifemidomu,ifendomu,,,ikhondomu yabasikazi,ifemidomu,,,femidomo,khondomo ya sesadi,mosomelwana wa sesadi,,,,khontomo ya basadi,kgotlopo ya basadi,,,,,khondomo ya basadi,,,,,,,khondomu ya vhasadzi,,,,,,,,,khondomu ya vaxisati,,,
dsac_multi_hiv_00181,fever,pyrexia,,,,,,,koors,pireksie,,,,,umkhuhlane,imfiva,,,,umkhuhlane,ifiva,,,,,,,imfiva,umkhuhlane,,,,ifiva,ukutjhisa,,,letshoroma,moteteselo,,,,,phišo ya mmele,go fiša ga mmele,,,,,feberu,,,,,,,mufhiso,mudinyane,,,,,,,,ku hisa ka miri,,,
dsac_multi_hiv_00182,flu,influenza,,,,,,,griep,,,,,,umkhuhlane,iflu,imfuluwenza,,,umkhuhlane,iflu,,,,,,,iflu,umkhuhlane lomkhulu,imbo,,,umkhuhlani,isikhuhlani,umgomani,,foluu,sehuba,,,,,mpshikela,mokgohlwane,mokomane,,,,ntaramane,mofikela,,,,,,mukhushwane,mphigela,duda,,,,,,,mukhuhlwana,,,
dsac_multi_hiv_00183,Diflucan <trade name>,,,,,,,,flukonasool,Diflucan <handelsnaam>,,,,,umshanguzo i-fluconazole,,,,,isibulala-ntsholongwane idayiflukheni,idayiflukheni,,,,,,,iflukhonazole,idiflukheni,,,,iflukhonazoli,idayiflukheni,,,folukhonasole,,,,,,flukhonasole,selwantšhadipudi,,,,,flukhonazoulu,,,,,,,Daiflukheni,fḽukhonazouḽu,,,,,,,,murhi wa fluconazole,,,
dsac_multi_hiv_00184,foetus,fetus <United States>,,,,,,,fetus,,,,,,umbungu,,,,,igunkcu,ifithasi,umbungu,,,,,,umbungu,,,,,umbungu,,,,tlhaka,namane,,,,,namane,,,,,,senamane,,,,,,,futhasi,fithasi,tshitumbuki,,,,,,,n’wanaxisungusungu,,,
dsac_multi_hiv_00185,follow-up n.,,,,,,,,opvolg,opvolging,,,,,ukulandelela,,,,,ukulandelela,,,,,,,,lulandzelelo,kulandzelela,,,,ilandelelo,,,,tatelelo,,,,,,tatišišo,,,,,,tatello,,,,,,,dzilafhohafhu,,,,,,,,,nandzeleriso,,,
dsac_multi_hiv_00186,follow up v. {e.g. treatment, visit},,,,,,,,opvolg,,,,,,-landelela,,,,,ukuthatha amanyathelo,,,,,,,,landzelela,,,,,-landelela,-thatha igadango,,,latelela,,,,,,latišiša,,,,,,-latella,,,,,,,ilafha hafhu,,,,,,,,,landzelerisa,,,
dsac_multi_hiv_00187,French kiss,open kiss,deep kiss,,,,,,tongsoen,,,,,,ukumuncana,ukuqabulana ngolimi,,,,ukuphuzana ngolwimi,ukuncamisana ngolwimi,,,,,,,kukhisana ngelulwimi,kucabuzana ngelulwimi,kwanga ngelulwimi,,,ukumunyana ngomlomo,,,,moatlomomonano,,,,,,katlo ka leleme,,,,,,ho akana ka maleme,,,,,,,khisi ya ngomungomu,u mamana ho dzhenelelaho,khisi,,,,,,,ntswontswano wa Xifurwa,ntswontswano hi ririmi,,
dsac_multi_hiv_00188,fungi <Plural> <see fungus>,,,,,,,,fungi <Plural> <kyk fungus>,,,,,,ukhunta,,,,,umngundo,,,,,,,,tikhuntsa,,,,,ingogwana yamalovula,,,,meuta,boswa,,,,,meuta,dipudi,,,,,dikhokwanahloko,fungi,,,,,,muunda,,,,,,,,,switsongwatsongwana,,,
dsac_multi_hiv_00189,fungus,,,,,,,,fungus,swam,,,,,ukhunta,,,,,ukungunda,ifangasi,,,,,,,sikhuntsa,ifangi,,,,ingogwana yamalovula,,,,boswa,,,,,,pudi,mouta,,,,,kokwanahloko,fungus,,,,,,muunda,,,,,,,,,xitsongwatsongwana,,,
dsac_multi_hiv_00190,generic medicine,,,,,,,,generiese medisyne,generiese middel,generiese geneesmiddel,,,,umshanguzo olula,umuthi oludlana,,,,isiyelelane sechiza,isiyelelane seyeza,,,,,,,umutsifanana,umutsi loshibhile,,,,isihlahla esithengekako,umtjhoga wentengo ephasi,,,molemotlhotlhwatlase,,,,,,sehlare sa theko ya fase sa go swana le sa mehleng,,,,,,thetsane,moriana o theko e tlase,moriana o jeneriki,,,,,mushonga wa dzheneriki,mushongazwawo,,,,,,,,murhi wa jeneriki,,,
dsac_multi_hiv_00191,genital adj.,,,,,,,,genitaal,geslags-,,,,,okwezitho zangasese,,,,,okwamalungu angasese,okwamalungu esini,,,,,,,-kwesitfo sangasese,,,,,-manqophana nezitho zobulili,,,,-mapele,-matlase,,,,,ya ditho tša bong,,,,,,bopele,,,,,,,vhudzimu,,,,,,,,,xirho xa rimbewu,,,
dsac_multi_hiv_00192,genital herpes,herpes genitalis,,,,,,,genitale herpes,geslagsherpes,,,,,amashashaza asesisithweni sangasese,,,,,amadyunguza kumalungu angasese,amadyunguza kumalungu esini,isifo esithile samalungu angasese,isifo esithile kumalungu esini,,,,,lishashati lesitfo sangasese,,,,,iinlonda zezitho zobulili,amatjhatjhazi wezitho zobulili,,,lerophimapele,lerophimatlase,sesomapele,sesomatlase,,,dišwana tša mapele,hephise ya mapele,,,,,maqhanyatsa bopeleng,dipudulana bopeleng,,,,,,zwilonda zwi no bva kha vhudzimu,,,,,,,,,marhukubya ya swirho swa rimbewu,,,
dsac_multi_hiv_00193,genital infection,,,,,,,,genitale infeksie,geslagsinfeksie,,,,,ukubhajwa,isifo sesitho sangasese,,,,usuleleko lwamalungu angasese,usuleleko lwamalungu esini,,,,,,,kwesuleleka kwesitfo sebulili,sifo sesitfo sangasese,sifo sesitfo sebulili,,,ithelelwanozifo zobulili,ukugula kwezitho zobulili,,,tshwaetsegomapele,tshwaetsegomatlase,,,,,phetetšo ya mapele,,,,,,tshwaetso ya bopele,,,,,,,u kavhiwa ha vhudzimu,,,,,,,,,ntluleto eka swirho swa rimbewu,,,
dsac_multi_hiv_00194,genitals,genitalia <usually plural>,reproductive organs,,,,,,genitalieë <gewoonlik meervoud>,geslagsdele,geslagsorgane,,,,izitho zangasese,,,,,amalungu angasese,amalungu esini,,,,,,,titfo tebulili,,,,,izitho zobulili,izitho zokwandisa,izitho zokubeletha,,matlase,mapele,,,,,ditho tša bong,,,,,,bopele,ditho tsa bong,,,,,,vhudzimu,miraḓo ya mbebo,,,,,,,,swirho swa rimbewu,,,
dsac_multi_hiv_00195,genital sore,,,,,,,,genitale seer,geslagseer,,,,,isilonda esithweni sangasese,,,,,isilonda kwilungu langasese,isilonda kwilungu lesini,,,,,,,silondza sesitfo sebulili,,,,,isilonda sezitho zobulili,,,,sesomapele,sesomatlase,,,,,sešo sa mapele,,,,,,seso bopeleng,,,,,,,tshilonda kha vhudzimu,,,,,,,,,xilondza eka swirho swa rimbewu,,,
dsac_multi_hiv_00196,genital ulcer,,,,,,,,genitale ulkus,genitale rouseer,geslagsrouseer,,,,isilonjana esisesithweni sangasese,,,,,isilonda kwilungu langasese,isilonda kwilungu lesini,,,,,,,silondza,kubhibha kwesilondza sesitfo sebulili,,,,isilonda sezitho zobulili,,,,nthomapele,nthomatlase,,,,,ntho ya mapele,,,,,,seso bopeleng,,,,,,,tshilonda kha vhudzimu,pharamela,,,,,,,,xilondza eka swirho swa rimbewu,,,
dsac_multi_hiv_00197,genital wart,venereal wart,,,,,,,genitale vrat,veneriese vrat,geslagsvrat,,,,iqhutshana elisesithweni sangasese,,,,,intsumpa kwilungu langasese,intsumpa kwilungu lesini,,,,,,,insumphe lesesitfweni sangasese,,,,,isupa yezitho zobulili,,,,makgome,,,,,,tlhokofele ya mapele,tatamoloko ya mapele,,,,,sehloba bopeleng,,,,,,,phopho kha vhudzimu,goni,,,,,,,,nhlungu eka swirho swa rimbewu,,,
dsac_multi_hiv_00198,germ,pathogen,,,,,,,kiem,patogeen,,,,,igciwane,,,,,intsholongwane,iphathojeni,,,,,,,ligciwane,,,,,igciwani,umvunya,,,mogare,,,,,,twatši,,,,,,kokwanahloko,,,,,,,tshitzhili,,,,,,,,,xitsongwatsongwana,,,
dsac_multi_hiv_00199,germicide,,,,,,,,kiemdoder,,,,,,isibulalamagciwane,,,,,isibulala-ntsholongwane,,,,,,,,sibulalimagciwane,,,,,isibulaligciwani,isibulalimvunya,,,sebolayamegare,,,,,,sebolayatwatši,,,,,,sebolayadikokwanahloko,jemisaete,,,,,,tshivhulaha zwitzhili,,,,,,,,,xidlayaswitsongwatsongwana,,,
dsac_multi_hiv_00200,girlfriend,,,,,,,,meisie,nooi,vriendin,,,,intombi,inkehli,,,,isithandwa esiyintombazana,iqabane eliyintombazana,isinqandamathe esiyintombazana,,,,,,singani lesiyintfombatane,,,,,isingani esisikazi,,,,moratwa,lekgarebe,,,,,moratiwa wa mosadi,,,,,,kgarebe,moroetsana,,,,,,mufunwa wa tshisadzini,,,,,,,,,xigangu xa xisati,,,
dsac_multi_hiv_00201,gland,,,,,,,,klier,,,,,,indlala,,,,,idlala,,,,,,,,lidlala,,,,,idlala,,,,kgeleswa,,,,,,thaka,,,,,,tshwelesa,,,,,,,thanga,,,,,,,,,nhlaribya,,,
dsac_multi_hiv_00202,gonorrhoea,clap <Slang>,drop <Slang>,,,,,,gonorree,,,,,,isipatsholo,,,,,idrophu,igonoriya,,,,,,,idrophu,gcunsula,igonoriya,,,igonoriya,idrobho,,,thôôthôô,konorea,teropo,,,,tšhofela,,,,,,morotwana,seqhenene,gonorea,,,,,ḓiropo,phophela,,,,,,,,diropo,chovhela,,
dsac_multi_hiv_00203,grief,,,,,,,,droefheid,verdriet,,,,,usizi,,,,,intlungu,ukubindeka,,,,,,,lusizi,,,,,isililo,,,,kutlobotlhoko,khutsafalo,,,,,manyami,maswabi,mahloko,dillo,,,ho hlonama,,,,,,,tshililo,,,,,,,,,gome,nhlomulo,maxangu,
