id,eng__001,eng__002,eng__003,eng__004,eng__005,eng__006,eng__007,eng__008,Sesotho__-,Setswana__-,Syonym__-,Tshivenda__-,afr__001,afr__002,afr__003,afr__004,afr__005,afr__006,nde__001,nde__002,nde__003,nde__004,nso__001,nso__002,nso__003,nso__004,nso__005,nso__006,nso__007,nso__008,sot__-,sot__001,sot__002,sot__003,sot__004,sot__005,sot__006,sot__007,ssw__001,ssw__002,ssw__003,ssw__004,ssw__005,tsn__001,tsn__002,tsn__003,tsn__004,tsn__005,tsn__006,tso__001,tso__002,tso__003,tso__004,tso__005,tso__006,tso__007,ven__001,ven__002,ven__003,ven__004,ven__005,ven__006,ven__007,ven__008,ven__009,xho__001,xho__002,xho__003,xho__004,xho__005,xho__006,xho__007,xho__008,zul__001,zul__002,zul__003,zul__004,zul__005
dsac_ns_nguni_00413,cockroach,,,,,,,,,,,,kakkerlak,,,,,,iphela,,,,,,,,,,,,,,,,,,,,liphela,lihhuhhu,,,,,,,,,,,,,,,,,,,,,,,,,,iphela,,,,,,,,iphela,igugu,,,
dsac_ns_nguni_00414,coconut,,,,,,,,,,,,kokosneut,,,,,,ikhukhunathi,,,,,,,,,,,,,,,,,,,,ikhokhonathi,,,,,,,,,,,,,,,,,,,,,,,,,,,ikhokhonathi,,,,,,,,ukhukhunathi,,,,
dsac_ns_nguni_00415,cocoon,,,,,,,,,,,,kokon,,,,,,ingonyana,,,,,,,,,,,,,,,,,,,,ikhukhuni,,,,,,,,,,,,,,,,,,,,,,,,,,,iqombolokoshe,iqokobhe lombungu,,,,,,,umfece,,,,
dsac_ns_nguni_00416,code,,,,,,,,,,,,kode,,,,,,umtlolofihlo,ikhowudu,,,,,,,,,,,,,,,,,,,ikhodi,,,,,,,,,,,,,,,,,,,,,,,,,,,uphawu,ikhowudi,,,,,,,incazelomfihlo,,,,
dsac_ns_nguni_00417,coil,,,,,,,,,,,,spoel,,,,,,ikhoyili,umsongo,,,,,,,,,,,,,,,,,,,ikhoyili,,,,,,,,,,,,,,,,,,,,,,,,,,,inkatha,,,,,,,,inkatha,,,,
dsac_ns_nguni_00418,cold n.,,,,,,,,,,,,koue,,,,,,amakhaza,ukuqanda,,,,,,,,,,,,,,,,,,,kubandza,kucandza,emakhata,,,,,,,,,,,,,,,,,,,,,,,,,ingqele,ukubanda,,,,,,,ukubanda,umkhuhlane,,,
dsac_ns_nguni_00419,cold adj.,,,,,,,,,,,,koud,,,,,,-qandako,-makhaza,,,,,,,,,,,,,,,,,,,-bandzako,,,,,,,,,,,,,,,,,,,,,,,,,,,ebandayo,,,,,,,,-qandayo,-bandayo,,,
dsac_ns_nguni_00420,cold-blooded,,,,,,,,,,,,koudbloedig,,,,,,neengazi ezimakhaza,,,,,,,,,,,,,,,,,,,,mtimbantjintja,,,,,,,,,,,,,,,,,,,,,,,,,,,enegazi elibandayo,,,,,,,,isilwane esinguqukushisa,,,,
dsac_ns_nguni_00421,collage,,,,,,,,,,,,collage,plakskildery,,,,,isifanisosinamathiselo,,,,,,,,,,,,,,,,,,,,ikholaji,,,,,,,,,,,,,,,,,,,,,,,,,,,ikholaji,iphetshana elinemifanekiso encanyathiselweyo,umfanekiso weziziba,,,,,,inhlanganiselazithombe,,,,
dsac_ns_nguni_00422,collar,,,,,,,,,,,,kraag,,,,,,isirholwani senyoni,,,,,,,,,,,,,,,,,,,,khololo,,,,,,,,,,,,,,,,,,,,,,,,,,,ikhola,umqala,,,,,,,untamohluka,umseka,,,
dsac_ns_nguni_00423,colour,,,,,,,,,,,,kleur,,,,,,umfunda,umbala,,,,,,,,,,,,,,,,,,,umbala,,,,,,,,,,,,,,,,,,,,,,,,,,,umbala,,,,,,,,umbala,,,,
dsac_ns_nguni_00424,coloured copper wire,,,,,,,,,,,,gekleurde koperdraad,,,,,,ithalakoporo elinombala,,,,,,,,,,,,,,,,,,,,liduduzi,,,,,,,,,,,,,,,,,,,,,,,,,,,ubhedu olunombala,ikopolo,,,,,,,ithusi,,,,
dsac_ns_nguni_00425,colourless,,,,,,,,,,,,kleurloos,,,,,,nganambala,,,,,,,,,,,,,,,,,,,,-ngenambala,,,,,,,,,,,,,,,,,,,,,,,,,,,engenambala,,,,,,,,-ngenambala,,,,
dsac_ns_nguni_00426,colour wheel,,,,,,,,,,,,kleurwiel,,,,,,ivilimbala,ivilimfunda,,,,,,,,,,,,,,,,,,,lisondvombala,,,,,,,,,,,,,,,,,,,,,,,,,,,ivili lemibala,,,,,,,,isondomibala,,,,
dsac_ns_nguni_00427,column,,,,,,,,,,,,pilaar,,,,,,ikholomu,,,,,,,,,,,,,,,,,,,,insika,,,,,,,,,,,,,,,,,,,,,,,,,,,intsika,,,,,,,,insika,,,,
dsac_ns_nguni_00428,column graph,,,,,,,,,,,,kolomgrafiek,,,,,,igrafu yamakholomu,,,,,,,,,,,,,,,,,,,,insikagrafu,,,,,,,,,,,,,,,,,,,,,,,,,,,igrafu yezitena,,,,,,,,isilinganisomdwebo,isilinganisomagabelo,igrafu emagabelo,,
dsac_ns_nguni_00429,combustion,,,,,,,,,,,,verbranding,,,,,,ukutjha,,,,,,,,,,,,,,,,,,,,kusha,kuvutsa,,,,,,,,,,,,,,,,,,,,,,,,,,ukutshisa,,,,,,,,ukusha,,,,
dsac_ns_nguni_00430,commercial,,,,,,,,,,,,kommersieel,,,,,,thengiselana,kwerhwebo,,,,,,,,,,,,,,,,,,,-hwebako,-tsengiselana,,,,,,,,,,,,,,,,,,,,,,,,,,orhwebo,,,,,,,,ukuthengiselana,ukuhwebelana,,,
dsac_ns_nguni_00431,common weed,,,,,,,,,,,,onkruid,,,,,,ikhula,ubori,,,,,,,,,,,,,,,,,,,lukhula,,,,,,,,,,,,,,,,,,,,,,,,,,,ukhula,,,,,,,,ukhula olwejwayelekile,,,,
dsac_ns_nguni_00432,communication {technology - electronics},,,,,,,,,,,,kommunikasie,,,,,,ukuthintana,,,,,,,,,,,,,,,,,,,,tekuchumana,,,,,,,,,,,,,,,,,,,,,,,,,,,unxibelelwano,,,,,,,,ukuxhumana,,,,
dsac_ns_nguni_00433,compass n.,,,,,,,,,,,,kompas,,,,,,ikhamphasi,isikhombamagumbi,,,,,,,,,,,,,,,,,,,ikhampasi,,,,,,,,,,,,,,,,,,,,,,,,,,,isalatha mbombo,,,,,,,,inkombamgudu,,,,
dsac_ns_nguni_00434,component {electronics},,,,,,,,,,,,komponent,,,,,,isakhi,,,,,,,,,,,,,,,,,,,,incenye,,,,,,,,,,,,,,,,,,,,,,,,,,,ilungu lokudibanisa umbane,,,,,,,,ingxenyana,,,,
dsac_ns_nguni_00435,compose v.,,,,,,,,,,,,saamstel,,,,,,-akha,tlama,,,,,,,,,,,,,,,,,,,akha,,,,,,,,,,,,,,,,,,,,,,,,,,,enza,,,,,,,,-akha,-hlanganisa,,,
dsac_ns_nguni_00436,composite n.,,,,,,,,,,,,samestelling,,,,,,umhlanganiso,,,,,,,,,,,,,,,,,,,,inhlanganisela,,,,,,,,,,,,,,,,,,,,,,,,,,,edityanisiweyo,,,,,,,,inhlanganisela,,,,
dsac_ns_nguni_00437,composition,,,,,,,,,,,,samestelling,,,,,,ibunjo,ibumbeko,,,,,,,,,,,,,,,,,,,kwakheka,,,,,,,,,,,,,,,,,,,,,,,,,,,ukwakhiwa,uhlanganiso,udibaniso,,,,,,ukuhlanganisa,,,,
dsac_ns_nguni_00438,compost,,,,,,,,,,,,kompos,,,,,,ivundela,,,,,,,,,,,,,,,,,,,,imvundzisa,ikhomposi,,,,,,,,,,,,,,,,,,,,,,,,,,isivundiso,,,,,,,,umquba,imvundiso,imvundela,,
dsac_ns_nguni_00439,compound n. {combination of parts},,,,,,,,,,,,mengsel,,,,,,ihlanganisela,umvango,,,,,,,,,,,,,,,,,,,sitsakombici,inhlanganisela,,,,,,,,,,,,,,,,,,,,,,,,,,imbumba,,,,,,,,ingxube,,,,
dsac_ns_nguni_00440,compound bar,,,,,,,,,,,,saamgestelde staaf,,,,,,ibha yehlanganisela,,,,,,,,,,,,,,,,,,,,inhlanganisela yetinsimbi,,,,,,,,,,,,,,,,,,,,,,,,,,,isixwexwe,,,,,,,,inyandansimbi,isixhansimbi,,,
dsac_ns_nguni_00441,compress v.,,,,,,,,,,,,saampers,,,,,,gandelela,,,,,,,,,,,,,,,,,,,,cindzetela,,,,,,,,,,,,,,,,,,,,,,,,,,,xinzelela,,,,,,,,-mpitsha,-minyanisa,,,
dsac_ns_nguni_00442,compressed air,,,,,,,,,,,,saamgeperste lug,,,,,,ummoya ogandelelweko,,,,,,,,,,,,,,,,,,,,umoya locindzeletekile,umoya lofutselene,,,,,,,,,,,,,,,,,,,,,,,,,,umoya oxinzelelweyo,,,,,,,,umoya ominyanisiwe,umoya ompintshiwe,,,
dsac_ns_nguni_00443,compressive force,compression force,,,,,,,,,,,drukkrag,kompressiekrag,,,,,amandla wegandelelo,,,,,,,,,,,,,,,,,,,,emandla esicindzetelo semoya,,,,,,,,,,,,,,,,,,,,,,,,,,,amandla oxinzelelo,,,,,,,,umfutho wokuminyana,,,,
dsac_ns_nguni_00444,compressor,,,,,,,,,,,,kompressor,,,,,,isigandelelo,,,,,,,,,,,,,,,,,,,,sifutfo,sicindzetelomoya,,,,,,,,,,,,,,,,,,,,,,,,,,isixinzeleli,,,,,,,,isimpintshamoya,,,,
dsac_ns_nguni_00445,computer,,,,,,,,,,,,rekenaar,,,,,,ikhomphiyutha,umtjhiningqondo,,,,,,,,,,,,,,,,,,,ngcondvomshini,ikhompuyutha,,,,,,,,,,,,,,,,,,,,,,,,,,ikhompyutha,,,,,,,,isiqoqelalwazi,ikhompuyutha,,,
dsac_ns_nguni_00446,concentrated,,,,,,,,,,,,gekoncentreer,,,,,,-jiyileko,tjubileko,,,,,,,,,,,,,,,,,,,-tiyile,,,,,,,,,,,,,,,,,,,,,,,,,,,engangxengwanga,engaxutywanga,,,,,,,-jiyile,-shubile,,,
dsac_ns_nguni_00447,concrete,,,,,,,,,,,,beton,,,,,,ikhonkhridi,,,,,,,,,,,,,,,,,,,,khonkholo,,,,,,,,,,,,,,,,,,,,,,,,,,,ikhonkrithi,,,,,,,,ukhonkolo,,,,
dsac_ns_nguni_00448,concrete brick,,,,,,,,,,,,betonbaksteen,,,,,,isitina sekhonkhridi,,,,,,,,,,,,,,,,,,,,sitini sakhonkholo,,,,,,,,,,,,,,,,,,,,,,,,,,,isitena sekhonkrithi,,,,,,,,isitini sikakhonkolo,,,,
dsac_ns_nguni_00449,condensate,,,,,,,,,,,,kondensaat,,,,,,umrhwamuko,,,,,,,,,,,,,,,,,,,,setiyiso,,,,,,,,,,,,,,,,,,,,,,,,,,,ulweliso,,,,,,,,-guqula kube luketshezi,,,,
dsac_ns_nguni_00450,condensation,,,,,,,,,,,,kondensasie,,,,,,irhwamuluko,,,,,,,,,,,,,,,,,,,,kutiya,,,,,,,,,,,,,,,,,,,,,,,,,,,ukujiya,,,,,,,,ukujiyisa,inguqukomhwamuko,,,
dsac_ns_nguni_00451,condense v.,,,,,,,,,,,,kondenseer,vloeibaar maak,,,,,rhwamuluka,,,,,,,,,,,,,,,,,,,,tiyisa,,,,,,,,,,,,,,,,,,,,,,,,,,,jiyisa,,,,,,,,-jiyisa,,,,
dsac_ns_nguni_00452,condenser,,,,,,,,,,,,kondenseerder,,,,,,isikhafulamrhwamuko,ikhondensa,,,,,,,,,,,,,,,,,,,ikhondensa,,,,,,,,,,,,,,,,,,,,,,,,,,,isijiyisi,,,,,,,,isijiyisi,isiguqulimhwamuko,,,
dsac_ns_nguni_00453,conduct v.,,,,,,,,,,,,gelei,,,,,,khambisa,,,,,,,,,,,,,,,,,,,,hambisa,edlulisa,,,,,,,,,,,,,,,,,,,,,,,,,,ukunikezela,ukugqithisa,,,,,,,-dlulisa {ukushisa/ugesi},,,,
dsac_ns_nguni_00454,conduction,,,,,,,,,,,,geleiding,,,,,,ukukhambisa,,,,,,,,,,,,,,,,,,,,kudluliswa kwekushisa,,,,,,,,,,,,,,,,,,,,,,,,,,,unikezelo,ulawulo,uhambiso,ugqithiselo,,,,,ukudlulisa {ukushisa/ugesi},,,,
dsac_ns_nguni_00455,conductor,,,,,,,,,,,,geleier,,,,,,isikhambisi,,,,,,,,,,,,,,,,,,,,sendlulisi,sihambisi,,,,,,,,,,,,,,,,,,,,,,,,,,isinikezeli,isigqithiseli,,,,,,,isidlulisi {ukushisa/ugesi},,,,
dsac_ns_nguni_00456,cone {e.g. seed of pine tree},,,,,,,,,,,,keël,,,,,,isikurwana,imbumbulo,,,,,,,,,,,,,,,,,,,ikhoni,,,,,,,,,,,,,,,,,,,,,,,,,,,iqokobhe,,,,,,,,ikhoni,,,,
dsac_ns_nguni_00457,cone-bearing adj.,,,,,,,,,,,,keëldraend,,,,,,-thela iinkurwana,,,,,,,,,,,,,,,,,,,,lokutsela emakhoni,,,,,,,,,,,,,,,,,,,,,,,,,,,ephuma eqokobheni,,,,,,,,okukhiqiza amakhoni,,,,
dsac_ns_nguni_00458,cone-bearing plant,,,,,,,,,,,,keëldraende plant,,,,,,isitjalo esithela iinkurwana,,,,,,,,,,,,,,,,,,,,sitfombo semakhoni,,,,,,,,,,,,,,,,,,,,,,,,,,,isityalo esiphuma eqokobheni,,,,,,,,ishoba,,,,
dsac_ns_nguni_00459,conical,,,,,,,,,,,,keëlvormig,,,,,,sasikurwana,,,,,,,,,,,,,,,,,,,,-salikhoni,,,,,,,,,,,,,,,,,,,,,,,,,,,ebuqokobhe,,,,,,,,okusakhoni,,,,
dsac_ns_nguni_00460,connection,,,,,,,,,,,,verbinding,,,,,,ukuhlanganisa,,,,,,,,,,,,,,,,,,,,kuhlanganisa,,,,,,,,,,,,,,,,,,,,,,,,,,,uqhagamshelo,uhlanganiso,,,,,,,ukuxhumanisa,ukuhlanganisa,,,
dsac_ns_nguni_00461,connective adj.,,,,,,,,,,,,verbindend,,,,,,-hlanganisako,,,,,,,,,,,,,,,,,,,,-hlangene,,,,,,,,,,,,,,,,,,,,,,,,,,,eqhagamshelweyo,ehlanganisiweyo,,,,,,,okuxhumene,okuhlangene,,,
dsac_ns_nguni_00462,conservation,,,,,,,,,,,,bewaring,,,,,,ukongiwa,,,,,,,,,,,,,,,,,,,,konga,kulondvolota,kugcina,,,,,,,,,,,,,,,,,,,,,,,,,ulondolozo,,,,,,,,unakekelomvelo,ukongiwa kwemvelo,,,
dsac_ns_nguni_00463,conserve n.,,,,,,,,,,,,konserf,,,,,,ijemusibulungwa,,,,,,,,,,,,,,,,,,,,kulondvolota,,,,,,,,,,,,,,,,,,,,,,,,,,,ukunkonkxa,,,,,,,,ukunakekela,ukulondoloza,,,
dsac_ns_nguni_00464,conserve v. {water},,,,,,,,,,,,bespaar,,,,,,-onga,,,,,,,,,,,,,,,,,,,,onga,,,,,,,,,,,,,,,,,,,,,,,,,,,londoloza,qoqosha,,,,,,,-onga,,,,
dsac_ns_nguni_00465,conserve v. {protection of e.g. living things},,,,,,,,,,,,bewaar,,,,,,tlhogomela,vikela,,,,,,,,,,,,,,,,,,,vikela,londvolota,,,,,,,,,,,,,,,,,,,,,,,,,,khusela,londoloza,,,,,,,-nakekela,-vikela,,,
dsac_ns_nguni_00466,constituent n.,,,,,,,,,,,,bestanddeel,,,,,,isakhi,,,,,,,,,,,,,,,,,,,,incenye,,,,,,,,,,,,,,,,,,,,,,,,,,,inxenye,,,,,,,,ingxenye,,,,
dsac_ns_nguni_00467,constraint,,,,,,,,,,,,begrensing,beperking,,,,,isiqinteliso,isilinganiselo,,,,,,,,,,,,,,,,,,,sitsibelo,,,,,,,,,,,,,,,,,,,,,,,,,,,umqathango,ummiselo,,,,,,,umgoqo,isithiyo,,,
dsac_ns_nguni_00468,construction n.,,,,,,,,,,,,konstruksie,,,,,,ukwakha,,,,,,,,,,,,,,,,,,,,kwakha,,,,,,,,,,,,,,,,,,,,,,,,,,,ulwakhiwo,,,,,,,,ukwakha,,,,
dsac_ns_nguni_00469,construction kit,,,,,,,,,,,,konstruksietoerusting,,,,,,amathulusi wokwakha,,,,,,,,,,,,,,,,,,,,kwekwakha,,,,,,,,,,,,,,,,,,,,,,,,,,,izixhobo zokwakha,,,,,,,,amathuluzi okwakha,,,,
dsac_ns_nguni_00470,contact force,,,,,,,,,,,,kontakkrag,,,,,,amandla wokuhlangana,,,,,,,,,,,,,,,,,,,,emandla ekutsintsana,,,,,,,,,,,,,,,,,,,,,,,,,,,amandla onxibelelwano,,,,,,,,umfutho wokungqubuzana,umfutho wokuthintana,,,
dsac_ns_nguni_00471,container n.,,,,,,,,,,,,houer,,,,,,isimumathi,,,,,,,,,,,,,,,,,,,,sicukatsi,kwekuphatsa,,,,,,,,,,,,,,,,,,,,,,,,,,isigcini,iphanga,isiqulathi,,,,,,isiqukathi,isitsha,,,
dsac_ns_nguni_00472,continued existence {e.g. species},,,,,,,,,,,,volgehoue voortbestaan,,,,,,ukuba khona ngokungalinganisekiko,ukuphila ngokungalinganisekiko,,,,,,,,,,,,,,,,,,,bumphilondze,,,,,,,,,,,,,,,,,,,,,,,,,,,ukuphila ubomi obude,,,,,,,,impilonde,,,,
dsac_ns_nguni_00473,contour feather,,,,,,,,,,,,kontoerveer,,,,,,iboyaboyana lesiba,,,,,,,,,,,,,,,,,,,,tinsiba tangephandle,,,,,,,,,,,,,,,,,,,,,,,,,,,usityana lwentaka,,,,,,,,amaqubu,,,,
dsac_ns_nguni_00474,contract v.,,,,,,,,,,,,saamtrek,,,,,,rhunyeza,,,,,,,,,,,,,,,,,,,,nciphisa,finyeta,,,,,,,,,,,,,,,,,,,,,,,,,,rhwaqelisa,finyeza,,,,,,,-nciphisa,,,,
dsac_ns_nguni_00475,contraction,,,,,,,,,,,,saamtrekking,,,,,,ukurhunyeza,,,,,,,,,,,,,,,,,,,,kufinyeta,kunciphisa,,,,,,,,,,,,,,,,,,,,,,,,,,ufinyezo,urhwaqeliso,,,,,,,ukunciphisa,,,,
dsac_ns_nguni_00476,control n.,,,,,,,,,,,,kontrole,,,,,,ilawulo,,,,,,,,,,,,,,,,,,,,kulawula,,,,,,,,,,,,,,,,,,,,,,,,,,,ulawulo lombane,,,,,,,,ukuqondisa,ukulawula,,,
dsac_ns_nguni_00477,control panel,,,,,,,,,,,,kontrolepaneel,,,,,,iphanela yelawulo,,,,,,,,,,,,,,,,,,,,libhodi lekulawula,,,,,,,,,,,,,,,,,,,,,,,,,,,indawo yolawulo-mbane,,,,,,,,ibhodi lokulawula,uqwembe lokulawula,,,
dsac_ns_nguni_00478,convection,,,,,,,,,,,,konveksie,,,,,,ukukhamba komtjhiso,,,,,,,,,,,,,,,,,,,,kuhamba kwekushisa,,,,,,,,,,,,,,,,,,,,,,,,,,,ukutyhutyha kobushushu,,,,,,,,uzwelokushisa,,,,
dsac_ns_nguni_00479,convection current,,,,,,,,,,,,konveksiestroom,,,,,,umsinga womtjhiso,,,,,,,,,,,,,,,,,,,,umsinga wemoya,,,,,,,,,,,,,,,,,,,,,,,,,,,umsinga wokutyhutyha kobushushu,,,,,,,,umsinga wozwelokushisa,,,,
dsac_ns_nguni_00480,conversion,,,,,,,,,,,,omsetting,,,,,,itjhuguluko,,,,,,,,,,,,,,,,,,,,kugucuka,,,,,,,,,,,,,,,,,,,,,,,,,,,inguquko,,,,,,,,ukuguquka,,,,
dsac_ns_nguni_00481,convert,,,,,,,,,,,,verander in,,,,,,tjhugulula,,,,,,,,,,,,,,,,,,,,gucula,,,,,,,,,,,,,,,,,,,,,,,,,,,guqula,,,,,,,,-guqula,,,,
dsac_ns_nguni_00482,conveyor belt,,,,,,,,,,,,vervoerband,,,,,,ibhande elikhambisa ipahla,,,,,,,,,,,,,,,,,,,,sidlulisamtfwalo,,,,,,,,,,,,,,,,,,,,,,,,,,,ibhanti elihambisa izinto,,,,,,,,ibhande,ikhoniveya,,,
dsac_ns_nguni_00483,coo v.,,,,,,,,,,,,koer,,,,,,kukuza,,,,,,,,,,,,,,,,,,,,kukutela,,,,,,,,,,,,,,,,,,,,,,,,,,,kukuza,,,,,,,,-vukutha,-kukuza,,,
dsac_ns_nguni_00484,cooking oil,,,,,,,,,,,,kookolie,,,,,,i-oli yokupheka,,,,,,,,,,,,,,,,,,,,oyela wekupheka,,,,,,,,,,,,,,,,,,,,,,,,,,,ioyile yokupheka,,,,,,,,uteli,utelu,ukalakateni,,
dsac_ns_nguni_00485,cool v.,,,,,,,,,,,,afkoel,,,,,,pholisa,phola,,,,,,,,,,,,,,,,,,,phola,pholisa,bandzisa,,,,,,,,,,,,,,,,,,,,,,,,,pholisa,thoba ubushushu,,,,,,,-pholisa,-bandisa,-qandisa,,
dsac_ns_nguni_00486,cool air,,,,,,,,,,,,koel lug,,,,,,umoya opholileko,,,,,,,,,,,,,,,,,,,,umoya lopholile,,,,,,,,,,,,,,,,,,,,,,,,,,,impepho,umoya opholileyo,,,,,,,umoya opholile,,,,
dsac_ns_nguni_00487,cool down v.,,,,,,,,,,,,afkoel,,,,,,pholisa,phola,,,,,,,,,,,,,,,,,,,phola,,,,,,,,,,,,,,,,,,,,,,,,,,,phola,,,,,,,,-phola,-damba,,,
dsac_ns_nguni_00488,cooler,,,,,,,,,,,,koelhouer,,,,,,isipholisi,,,,,,,,,,,,,,,,,,,,sipholisi,,,,,,,,,,,,,,,,,,,,,,,,,,,isipholisi,isibandisi esiphathekayo,,,,,,,isibambazinga,ikhula,,,
dsac_ns_nguni_00489,coop n.,,,,,,,,,,,,hok,,,,,,ihogo,,,,,,,,,,,,,,,,,,,,lihhokwana,,,,,,,,,,,,,,,,,,,,,,,,,,,ihoko,,,,,,,,ihhokwana,ikhejana,,,
dsac_ns_nguni_00490,copper,Cu,,,,,,,,,,,koper,Cu,,,,,ikoporo,,,,,,,,,,,,,,,,,,,,litfusi,,,,,,,,,,,,,,,,,,,,,,,,,,,ubhedu,ikopolo,,,,,,,ithusi,ikhopha,,,
dsac_ns_nguni_00491,copper chloride,,,,,,,,,,,,koperchloried,,,,,,ikoporotlorayidi,,,,,,,,,,,,,,,,,,,,ikhophaklorayidi,,,,,,,,,,,,,,,,,,,,,,,,,,,iklorayidi yobhedu,iklorayidi yekopolo,,,,,,,ithusisihlanzi,ikhopha klorayidi,,,
dsac_ns_nguni_00492,copper pin,,,,,,,,,,,,kopernael,,,,,,usathana,,,,,,,,,,,,,,,,,,,,liphini lekhopha,,,,,,,,,,,,,,,,,,,,,,,,,,,isiqhoboshi sobhedu,isiqhoboshi sekopolo,,,,,,,umakhanjana wethusi,uphini wethusi,,,
dsac_ns_nguni_00493,copper sulphate,,,,,,,,,,,,kopersulfaat,,,,,,ibhlowusela,,,,,,,,,,,,,,,,,,,,ligulugulu,,,,,,,,,,,,,,,,,,,,,,,,,,,ityuwa yobhedu,,,,,,,,ithusisibabuli,,,,
dsac_ns_nguni_00494,copper wire,,,,,,,,,,,,koperdraad,,,,,,idarada yekoporo,,,,,,,,,,,,,,,,,,,,luwayela lelutfusi,,,,,,,,,,,,,,,,,,,,,,,,,,,ucingolobhedu,ucingolwekopolo,,,,,,,ucingolwethusi,,,,
dsac_ns_nguni_00495,cord,,,,,,,,,,,,koord,,,,,,intambo,,,,,,,,,,,,,,,,,,,,intsambo,indophi,,,,,,,,,,,,,,,,,,,,,,,,,,intambo,umnxeba,,,,,,,intambo,,,,
dsac_ns_nguni_00496,core,,,,,,,,,,,,kern,,,,,,imbumbulo,,,,,,,,,,,,,,,,,,,,inhlitiyo,,,,,,,,,,,,,,,,,,,,,,,,,,,umphakathi,,,,,,,,ubuthumbu,inhliziyo,umongo,,
dsac_ns_nguni_00497,cork n.,,,,,,,,,,,,kurk,,,,,,iqolo,,,,,,,,,,,,,,,,,,,,sivimbo,ikhokho,,,,,,,,,,,,,,,,,,,,,,,,,,isivingco,,,,,,,,ukhokho,,,,
dsac_ns_nguni_00498,corrode,,,,,,,,,,,,korrodeer,wegvreet,,,,,dlavuza,dleka,,,,,,,,,,,,,,,,,,,dlavuta,,,,,,,,,,,,,,,,,,,,,,,,,,,ukudlakaza,,,,,,,,-dleka,-khumuzeka,-dlavazeka,,
dsac_ns_nguni_00499,corrosion,,,,,,,,,,,,korrosie,,,,,,ukudlavuza,ukudleka,,,,,,,,,,,,,,,,,,,kudlavuteka,,,,,,,,,,,,,,,,,,,,,,,,,,,ukudlakazeka,,,,,,,,ukudleka,ukukhumuzeka,ukudlavazeka,,
dsac_ns_nguni_00500,corrosive n.,,,,,,,,,,,,korroderende middel,,,,,,isidlavuzi,,,,,,,,,,,,,,,,,,,,sidlavuti,,,,,,,,,,,,,,,,,,,,,,,,,,,isidlakazi,,,,,,,,isikhumuzi,isidlavazi,,,
dsac_ns_nguni_00501,corrugated adj.,,,,,,,,,,,,gegolf,geriffel,,,,,-nemiqoqwana,,,,,,,,,,,,,,,,,,,,-mavengevenge,,,,,,,,,,,,,,,,,,,,,,,,,,,eneengqolo,,,,,,,,-mazengezenge,,,,
dsac_ns_nguni_00502,corrupt {computer technology - e.g. a database or diskette},,,,,,,,,,,,korrup,,,,,,-ona,,,,,,,,,,,,,,,,,,,,-onakele,,,,,,,,,,,,,,,,,,,,,,,,,,,-onakele,moshakele,,,,,,,-yonakele,-onakele,,,
dsac_ns_nguni_00503,cotton,,,,,,,,,,,,katoen,,,,,,ikoteni,,,,,,,,,,,,,,,,,,,,ikotini,,,,,,,,,,,,,,,,,,,,,,,,,,,umqhaphu,,,,,,,,ukotini,,,,
dsac_ns_nguni_00504,cotton cloth,,,,,,,,,,,,katoenstof,,,,,,itjhila lekoteni,,,,,,,,,,,,,,,,,,,,indvwangu yakotini,,,,,,,,,,,,,,,,,,,,,,,,,,,ilaphu lomqhaphu,,,,,,,,indwangu,ukotini,,,
dsac_ns_nguni_00505,cotton wool,,,,,,,,,,,,watte,,,,,,ivolo yekoteni,,,,,,,,,,,,,,,,,,,,volo,,,,,,,,,,,,,,,,,,,,,,,,,,,uboya bomqhaphu,,,,,,,,uvolo,,,,
dsac_ns_nguni_00506,cotyledon,,,,,,,,,,,,kotiledon,saadlob,,,,,ikhothilidoni,,,,,,,,,,,,,,,,,,,,licembe lekucala,ikhothilidoni,,,,,,,,,,,,,,,,,,,,,,,,,,igqabi lokuqala lembewu,,,,,,,,umqumbe,,,,
dsac_ns_nguni_00507,courting,,,,,,,,,,,,hofmakery,,,,,,ijayelano leenthandani,,,,,,,,,,,,,,,,,,,,kusomana,,,,,,,,,,,,,,,,,,,,,,,,,,,ukufunana,,,,,,,,ukuqomisa,ukushela,,,
dsac_ns_nguni_00508,courting ritual,,,,,,,,,,,,hofmaakritueel,,,,,,ikambiso yokujayelana kweenthandani,,,,,,,,,,,,,,,,,,,,inchubo yekusoma,,,,,,,,,,,,,,,,,,,,,,,,,,,izimbo zokufunana,,,,,,,,ukudlalisela,ukuholoba,,,
dsac_ns_nguni_00509,covering {electricity},,,,,,,,,,,,omhulsel,,,,,,isiphuthelo,isigubuzeso sedarada,,,,,,,,,,,,,,,,,,,sivikelo,sigcokiso,simbatsiso,,,,,,,,,,,,,,,,,,,,,,,,,ukugquma,isigqumi,ukujijela,,,,,,ukumboza {ugesi},,,,
dsac_ns_nguni_00510,covering,,,,,,,,,,,,bedekking,,,,,,isembeso,,,,,,,,,,,,,,,,,,,,sikhumba,,,,,,,,,,,,,,,,,,,,,,,,,,,isikhumba,,,,,,,,isikhumba sesilwanyana,,,,
dsac_ns_nguni_00511,cow,,,,,,,,,,,,koei,,,,,,ikomazi,ikomo,ikwiye,,,,,,,,,,,,,,,,,,inkhomati,,,,,,,,,,,,,,,,,,,,,,,,,,,imazi yenkomo,,,,,,,,inkomazi,,,,
